name,has_image,has_label,label_shape,label_plane_shape,label_dtype,label_compression,label_bytes,label_header_error,image_shape,image_plane_shape,image_dtype,image_compression,image_bytes,image_header_error,shape,dtype,values,value_fractions_0,value_fractions_1,n_values,foreground_fraction,border_touch_fraction,per_class_1,surface_class,surface_fraction,surface_thickness_median,surface_thickness_p95,surface_components,surface_fragment_fraction,surface_worst_planarity
s1_z4032_y2496_x4032,True,True,"[172, 172, 172]",,uint8,LZW,191281,,"[172, 172, 172]",,uint8,LZW,5121447,,"[172, 172, 172]",uint8,"[0, 1]",0.749798563334046,0.25020143666595396,2,0.25020143666595396,0.03386438380158616,"{'fraction': 0.25020143666595396, 'border_touch_fraction': 0.03386438380158616, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 8.0, 'mean': 3.028510093688965, 'saturated': 0.0}, 'components': {'n_components': 14, 'n_components_ge_min_size': 14, 'largest_component_fraction': 0.0972354114286208, 'fragment_fraction': 0.0, 'median_planarity': 0.0028228287389547033, 'worst_planarity': 0.006661457495378062}}",1,0.25020143666595396,2.0,4.0,14,0.0,0.006661457495378062
s1_z4032_y2496_x4416,True,True,"[172, 172, 172]",,uint8,LZW,288802,,"[172, 172, 172]",,uint8,LZW,5464943,,"[172, 172, 172]",uint8,"[0, 1]",0.830265731319255,0.1697342686807451,2,0.1697342686807451,0.038164421246659655,"{'fraction': 0.1697342686807451, 'border_touch_fraction': 0.038164421246659655, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.6518499851226807, 'saturated': 0.0}, 'components': {'n_components': 12, 'n_components_ge_min_size': 12, 'largest_component_fraction': 0.19425854826533778, 'fragment_fraction': 0.0, 'median_planarity': 0.009649768140068921, 'worst_planarity': 0.0374667092042841}}",1,0.1697342686807451,4.0,6.0,12,0.0,0.0374667092042841
s1_z4032_y2688_x2688,True,True,"[172, 172, 172]",,uint8,LZW,161164,,"[172, 172, 172]",,uint8,LZW,5145034,,"[172, 172, 172]",uint8,"[0, 1]",0.8433528258518118,0.1566471741481882,2,0.1566471741481882,0.037453690983839986,"{'fraction': 0.1566471741481882, 'border_touch_fraction': 0.037453690983839986, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.4199700355529785, 'saturated': 0.0}, 'components': {'n_components': 10, 'n_components_ge_min_size': 10, 'largest_component_fraction': 0.17403408142859472, 'fragment_fraction': 0.0, 'median_planarity': 0.0056491126553397265, 'worst_planarity': 0.012974596972648961}}",1,0.1566471741481882,4.0,6.0,10,0.0,0.012974596972648961
s1_z4224_y1728_x3840,True,True,"[172, 172, 172]",,uint8,LZW,166270,,"[172, 172, 172]",,uint8,LZW,5048157,,"[172, 172, 172]",uint8,"[0, 1]",0.7819403873243865,0.21805961267561347,2,0.21805961267561347,0.040162763555743816,"{'fraction': 0.21805961267561347, 'border_touch_fraction': 0.040162763555743816, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 8.0, 'mean': 2.9521501064300537, 'saturated': 0.0}, 'components': {'n_components': 18, 'n_components_ge_min_size': 14, 'largest_component_fraction': 0.10821072743413078, 'fragment_fraction': 3.334580045692759e-05, 'median_planarity': 0.002523760008556959, 'worst_planarity': 0.00747004370216503}}",1,0.21805961267561347,2.0,4.0,18,3.334580045692759e-05,0.00747004370216503
s1_z4224_y2112_x3072,True,True,"[172, 172, 172]",,uint8,LZW,350436,,"[172, 172, 172]",,uint8,LZW,5480947,,"[172, 172, 172]",uint8,"[0, 1]",0.7032861493327631,0.2967138506672368,2,0.2967138506672368,0.03418701521314229,"{'fraction': 0.2967138506672368, 'border_touch_fraction': 0.03418701521314229, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.3326098918914795, 'saturated': 0.0}, 'components': {'n_components': 20, 'n_components_ge_min_size': 20, 'largest_component_fraction': 0.08853679230474237, 'fragment_fraction': 0.0, 'median_planarity': 0.0012941559170237483, 'worst_planarity': 0.0018427451496111943}}",1,0.2967138506672368,4.0,6.0,20,0.0,0.0018427451496111943
s1_z4224_y2112_x4608,True,True,"[172, 172, 172]",,uint8,LZW,292531,,"[172, 172, 172]",,uint8,LZW,5551391,,"[172, 172, 172]",uint8,"[0, 1]",0.8283270262366835,0.17167297376331644,2,0.17167297376331644,0.03988328073181928,"{'fraction': 0.17167297376331644, 'border_touch_fraction': 0.03988328073181928, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.46382999420166, 'saturated': 0.0}, 'components': {'n_components': 15, 'n_components_ge_min_size': 13, 'largest_component_fraction': 0.2158207496087798, 'fragment_fraction': 8.013288321548076e-06, 'median_planarity': 0.010239491102964984, 'worst_planarity': 0.2450587176483234}}",1,0.17167297376331644,4.0,6.0,15,8.013288321548076e-06,0.2450587176483234
s1_z4224_y2112_x4800,True,True,"[172, 172, 172]",,uint8,LZW,278760,,"[172, 172, 172]",,uint8,LZW,5517468,,"[172, 172, 172]",uint8,"[0, 1]",0.8429029833851107,0.15709701661488926,2,0.15709701661488926,0.03776426730716305,"{'fraction': 0.15709701661488926, 'border_touch_fraction': 0.03776426730716305, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.69992995262146, 'saturated': 0.0}, 'components': {'n_components': 11, 'n_components_ge_min_size': 11, 'largest_component_fraction': 0.20744952338061998, 'fragment_fraction': 0.0, 'median_planarity': 0.010457837374041174, 'worst_planarity': 0.10640704391545153}}",1,0.15709701661488926,4.0,6.0,11,0.0,0.10640704391545153
s1_z4224_y2304_x2496,True,True,"[172, 172, 172]",,uint8,LZW,244912,,"[172, 172, 172]",,uint8,LZW,5376973,,"[172, 172, 172]",uint8,"[0, 1]",0.812849811966242,0.18715018803375805,2,0.18715018803375805,0.03254842991313698,"{'fraction': 0.18715018803375805, 'border_touch_fraction': 0.03254842991313698, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.304949998855591, 'saturated': 0.0}, 'components': {'n_components': 15, 'n_components_ge_min_size': 12, 'largest_component_fraction': 0.1508961424083066, 'fragment_fraction': 7.350593927989381e-06, 'median_planarity': 0.004495430765013807, 'worst_planarity': 0.021680523144667934}}",1,0.18715018803375805,4.0,6.0,15,7.350593927989381e-06,0.021680523144667934
s1_z4224_y2304_x2688,True,True,"[172, 172, 172]",,uint8,LZW,304357,,"[172, 172, 172]",,uint8,LZW,5494979,,"[172, 172, 172]",uint8,"[0, 1]",0.7620490570012703,0.23795094299872968,2,0.23795094299872968,0.03280473009189784,"{'fraction': 0.23795094299872968, 'border_touch_fraction': 0.03280473009189784, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.221299886703491, 'saturated': 0.0}, 'components': {'n_components': 16, 'n_components_ge_min_size': 15, 'largest_component_fraction': 0.11031044738152677, 'fragment_fraction': 8.258995491414361e-07, 'median_planarity': 0.00466242846155977, 'worst_planarity': 0.018444515656024705}}",1,0.23795094299872968,4.0,6.0,16,8.258995491414361e-07,0.018444515656024705
s1_z4224_y2304_x4608,True,True,"[172, 172, 172]",,uint8,LZW,320162,,"[172, 172, 172]",,uint8,LZW,5790017,,"[172, 172, 172]",uint8,"[0, 1]",0.802426004942961,0.19757399505703901,2,0.19757399505703901,0.03160805494631196,"{'fraction': 0.19757399505703901, 'border_touch_fraction': 0.03160805494631196, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.6313300132751465, 'saturated': 0.0}, 'components': {'n_components': 12, 'n_components_ge_min_size': 12, 'largest_component_fraction': 0.1453709920475061, 'fragment_fraction': 0.0, 'median_planarity': 0.0040312403270539535, 'worst_planarity': 0.011224429318006149}}",1,0.19757399505703901,4.0,6.0,12,0.0,0.011224429318006149
s1_z4224_y2496_x2496,True,True,"[172, 172, 172]",,uint8,LZW,314488,,"[172, 172, 172]",,uint8,LZW,5667285,,"[172, 172, 172]",uint8,"[0, 1]",0.826370044461494,0.17362995553850605,2,0.17362995553850605,0.03445360364999938,"{'fraction': 0.17362995553850605, 'border_touch_fraction': 0.03445360364999938, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 10.0, 'mean': 3.6270599365234375, 'saturated': 0.0}, 'components': {'n_components': 12, 'n_components_ge_min_size': 11, 'largest_component_fraction': 0.16860194656069505, 'fragment_fraction': 1.1318529451379558e-06, 'median_planarity': 0.002962164312720673, 'worst_planarity': 0.016586161059708244}}",1,0.17362995553850605,4.0,6.0,12,1.1318529451379558e-06,0.016586161059708244
s1_z4224_y2496_x2688,True,True,"[172, 172, 172]",,uint8,LZW,263371,,"[172, 172, 172]",,uint8,LZW,5286679,,"[172, 172, 172]",uint8,"[0, 1]",0.8647566016199831,0.13524339838001687,2,0.13524339838001687,0.035309127421789974,"{'fraction': 0.13524339838001687, 'border_touch_fraction': 0.035309127421789974, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.6350600719451904, 'saturated': 0.0}, 'components': {'n_components': 9, 'n_components_ge_min_size': 9, 'largest_component_fraction': 0.25280777239642593, 'fragment_fraction': 0.0, 'median_planarity': 0.01168436468794466, 'worst_planarity': 0.03624321477141178}}",1,0.13524339838001687,4.0,6.0,9,0.0,0.03624321477141178
s1_z4224_y2496_x3648,True,True,"[172, 172, 172]",,uint8,LZW,217084,,"[172, 172, 172]",,uint8,LZW,5392951,,"[172, 172, 172]",uint8,"[0, 1]",0.787824303206007,0.21217569679399298,2,0.21217569679399298,0.03032756137434064,"{'fraction': 0.21217569679399298, 'border_touch_fraction': 0.03032756137434064, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 10.0, 'mean': 3.315160036087036, 'saturated': 0.0}, 'components': {'n_components': 37, 'n_components_ge_min_size': 15, 'largest_component_fraction': 0.1717360799151573, 'fragment_fraction': 0.00018895099778167823, 'median_planarity': 0.004806336747869868, 'worst_planarity': 0.02118845637114241}}",1,0.21217569679399298,4.0,6.0,37,0.00018895099778167823,0.02118845637114241
s1_z4224_y2496_x3840,True,True,"[172, 172, 172]",,uint8,LZW,186163,,"[172, 172, 172]",,uint8,LZW,5348412,,"[172, 172, 172]",uint8,"[0, 1]",0.7884083712754851,0.2115916287245148,2,0.2115916287245148,0.034521159163460026,"{'fraction': 0.2115916287245148, 'border_touch_fraction': 0.034521159163460026, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.2587900161743164, 'saturated': 0.0}, 'components': {'n_components': 23, 'n_components_ge_min_size': 17, 'largest_component_fraction': 0.12015440156853567, 'fragment_fraction': 0.00015510744673638143, 'median_planarity': 0.005948539836762612, 'worst_planarity': 0.043460839676185206}}",1,0.2115916287245148,4.0,6.0,23,0.00015510744673638143,0.043460839676185206
s1_z4224_y2496_x4032,True,True,"[172, 172, 172]",,uint8,LZW,158310,,"[172, 172, 172]",,uint8,LZW,5279816,,"[172, 172, 172]",uint8,"[0, 1]",0.7892819185732074,0.2107180814267926,2,0.2107180814267926,0.03302749042181327,"{'fraction': 0.2107180814267926, 'border_touch_fraction': 0.03302749042181327, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.240760087966919, 'saturated': 0.0}, 'components': {'n_components': 14, 'n_components_ge_min_size': 13, 'largest_component_fraction': 0.24942829323614008, 'fragment_fraction': 4.1968685764594845e-05, 'median_planarity': 0.006069680823701034, 'worst_planarity': 0.0544829758210256}}",1,0.2107180814267926,4.0,6.0,14,4.1968685764594845e-05,0.0544829758210256
s1_z4224_y2496_x4224,True,True,"[172, 172, 172]",,uint8,LZW,158856,,"[172, 172, 172]",,uint8,LZW,5246718,,"[172, 172, 172]",uint8,"[0, 1]",0.8130758140792634,0.18692418592073654,2,0.18692418592073654,0.03863412233981038,"{'fraction': 0.18692418592073654, 'border_touch_fraction': 0.03863412233981038, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.3288400173187256, 'saturated': 0.0}, 'components': {'n_components': 12, 'n_components_ge_min_size': 12, 'largest_component_fraction': 0.1559305853731362, 'fragment_fraction': 0.0, 'median_planarity': 0.014867300196815364, 'worst_planarity': 0.03880095097228474}}",1,0.18692418592073654,4.0,6.0,12,0.0,0.03880095097228474
s1_z4224_y2496_x4416,True,True,"[172, 172, 172]",,uint8,LZW,160202,,"[172, 172, 172]",,uint8,LZW,4956392,,"[172, 172, 172]",uint8,"[0, 1]",0.8656391890022263,0.13436081099777378,2,0.13436081099777378,0.037983700167327786,"{'fraction': 0.13436081099777378, 'border_touch_fraction': 0.037983700167327786, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.2225399017333984, 'saturated': 0.0}, 'components': {'n_components': 9, 'n_components_ge_min_size': 7, 'largest_component_fraction': 0.19372286774084085, 'fragment_fraction': 0.0001067738500602614, 'median_planarity': 0.012278334336530593, 'worst_planarity': 0.0195279781204598}}",1,0.13436081099777378,4.0,6.0,9,0.0001067738500602614,0.0195279781204598
s1_z4224_y2496_x4608,True,True,"[172, 172, 172]",,uint8,LZW,275195,,"[172, 172, 172]",,uint8,LZW,5500107,,"[172, 172, 172]",uint8,"[0, 1]",0.8433060532405952,0.15669394675940485,2,0.15669394675940485,0.03596884096778118,"{'fraction': 0.15669394675940485, 'border_touch_fraction': 0.03596884096778118, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 10.0, 'mean': 3.7963199615478516, 'saturated': 0.0}, 'components': {'n_components': 13, 'n_components_ge_min_size': 13, 'largest_component_fraction': 0.20160310235799778, 'fragment_fraction': 0.0, 'median_planarity': 0.005207574856827742, 'worst_planarity': 0.08279381204023199}}",1,0.15669394675940485,4.0,6.0,13,0.0,0.08279381204023199
s1_z4224_y2688_x2688,True,True,"[172, 172, 172]",,uint8,LZW,241474,,"[172, 172, 172]",,uint8,LZW,5404328,,"[172, 172, 172]",uint8,"[0, 1]",0.8520423123121235,0.14795768768787654,2,0.14795768768787654,0.03510410094637224,"{'fraction': 0.14795768768787654, 'border_touch_fraction': 0.03510410094637224, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.612070083618164, 'saturated': 0.0}, 'components': {'n_components': 10, 'n_components_ge_min_size': 10, 'largest_component_fraction': 0.19700879960152748, 'fragment_fraction': 0.0, 'median_planarity': 0.016591156641356592, 'worst_planarity': 0.032892318087251175}}",1,0.14795768768787654,4.0,6.0,10,0.0,0.032892318087251175
s1_z4224_y2688_x2880,True,True,"[172, 172, 172]",,uint8,LZW,234398,,"[172, 172, 172]",,uint8,LZW,5385073,,"[172, 172, 172]",uint8,"[0, 1]",0.8338666328122052,0.16613336718779478,2,0.16613336718779478,0.03592311450374455,"{'fraction': 0.16613336718779478, 'border_touch_fraction': 0.03592311450374455, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.6027300357818604, 'saturated': 0.0}, 'components': {'n_components': 11, 'n_components_ge_min_size': 11, 'largest_component_fraction': 0.1837546326362347, 'fragment_fraction': 0.0, 'median_planarity': 0.015042775176157878, 'worst_planarity': 0.05101252435622249}}",1,0.16613336718779478,4.0,6.0,11,0.0,0.05101252435622249
s1_z4416_y1920_x3456,True,True,"[172, 172, 172]",,uint8,LZW,349292,,"[172, 172, 172]",,uint8,LZW,5459066,,"[172, 172, 172]",uint8,"[0, 1]",0.74071111663124,0.25928888336876,2,0.25928888336876,0.035956337001223304,"{'fraction': 0.25928888336876, 'border_touch_fraction': 0.035956337001223304, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.286520004272461, 'saturated': 0.0}, 'components': {'n_components': 49, 'n_components_ge_min_size': 22, 'largest_component_fraction': 0.10792206630700224, 'fragment_fraction': 9.549954599819006e-05, 'median_planarity': 0.0012928314241407281, 'worst_planarity': 0.004805484903247254}}",1,0.25928888336876,4.0,6.0,49,9.549954599819006e-05,0.004805484903247254
s1_z4416_y2112_x4800,True,True,"[172, 172, 172]",,uint8,LZW,251650,,"[172, 172, 172]",,uint8,LZW,5314517,,"[172, 172, 172]",uint8,"[0, 1]",0.8335288087841323,0.1664711912158678,2,0.1664711912158678,0.036356660527931246,"{'fraction': 0.1664711912158678, 'border_touch_fraction': 0.036356660527931246, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.471630096435547, 'saturated': 0.0}, 'components': {'n_components': 14, 'n_components_ge_min_size': 13, 'largest_component_fraction': 0.179672522075837, 'fragment_fraction': 2.7152098975303397e-05, 'median_planarity': 0.00570269275183831, 'worst_planarity': 0.03775329663774502}}",1,0.1664711912158678,4.0,6.0,14,2.7152098975303397e-05,0.03775329663774502
s1_z4416_y2112_x4992,True,True,"[172, 172, 172]",,uint8,LZW,266627,,"[172, 172, 172]",,uint8,LZW,5571522,,"[172, 172, 172]",uint8,"[0, 1]",0.8448692017683977,0.15513079823160225,2,0.15513079823160225,0.03859255740300871,"{'fraction': 0.15513079823160225, 'border_touch_fraction': 0.03859255740300871, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.5820600986480713, 'saturated': 0.0}, 'components': {'n_components': 16, 'n_components_ge_min_size': 11, 'largest_component_fraction': 0.2058413301662708, 'fragment_fraction': 3.5471100554235944e-05, 'median_planarity': 0.008418041367174143, 'worst_planarity': 0.030842141614494698}}",1,0.15513079823160225,4.0,6.0,16,3.5471100554235944e-05,0.030842141614494698
s1_z4416_y2304_x2496,True,True,"[172, 172, 172]",,uint8,LZW,270329,,"[172, 172, 172]",,uint8,LZW,5703952,,"[172, 172, 172]",uint8,"[0, 1]",0.8624895056410128,0.13751049435898727,2,0.13751049435898727,0.03809979777480831,"{'fraction': 0.13751049435898727, 'border_touch_fraction': 0.03809979777480831, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.5194098949432373, 'saturated': 0.0}, 'components': {'n_components': 9, 'n_components_ge_min_size': 8, 'largest_component_fraction': 0.22799711311033777, 'fragment_fraction': 1.4291532981285237e-06, 'median_planarity': 0.03354415836142086, 'worst_planarity': 0.06749249418175034}}",1,0.13751049435898727,4.0,6.0,9,1.4291532981285237e-06,0.06749249418175034
s1_z4416_y2304_x4608,True,True,"[172, 172, 172]",,uint8,LZW,247145,,"[172, 172, 172]",,uint8,LZW,5391391,,"[172, 172, 172]",uint8,"[0, 1]",0.8942308145823639,0.10576918541763618,2,0.10576918541763618,0.03944065507124662,"{'fraction': 0.10576918541763618, 'border_touch_fraction': 0.03944065507124662, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 10.0, 'mean': 3.3775200843811035, 'saturated': 0.0}, 'components': {'n_components': 13, 'n_components_ge_min_size': 7, 'largest_component_fraction': 0.2943286987575274, 'fragment_fraction': 0.00012820488999463025, 'median_planarity': 0.019835152177853813, 'worst_planarity': 0.06823488150797051}}",1,0.10576918541763618,4.0,6.0,13,0.00012820488999463025,0.06823488150797051
s1_z4416_y2304_x4800,True,True,"[172, 172, 172]",,uint8,LZW,270967,,"[172, 172, 172]",,uint8,LZW,5500392,,"[172, 172, 172]",uint8,"[0, 1]",0.8810865316890337,0.11891346831096633,2,0.11891346831096633,0.04713717907401439,"{'fraction': 0.11891346831096633, 'border_touch_fraction': 0.04713717907401439, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.328310012817383, 'saturated': 0.0}, 'components': {'n_components': 10, 'n_components_ge_min_size': 10, 'largest_component_fraction': 0.20948461786360595, 'fragment_fraction': 0.0, 'median_planarity': 0.007998751633176635, 'worst_planarity': 0.03358640526053597}}",1,0.11891346831096633,4.0,6.0,10,0.0,0.03358640526053597
s1_z4416_y2304_x4992,True,True,"[172, 172, 172]",,uint8,LZW,285467,,"[172, 172, 172]",,uint8,LZW,5823003,,"[172, 172, 172]",uint8,"[0, 1]",0.8515755688178399,0.14842443118216006,2,0.14842443118216006,0.03561204899040053,"{'fraction': 0.14842443118216006, 'border_touch_fraction': 0.03561204899040053, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.6243600845336914, 'saturated': 0.0}, 'components': {'n_components': 10, 'n_components_ge_min_size': 10, 'largest_component_fraction': 0.1959616021185038, 'fragment_fraction': 0.0, 'median_planarity': 0.008170389413244227, 'worst_planarity': 0.014614744963245515}}",1,0.14842443118216006,4.0,6.0,10,0.0,0.014614744963245515
s1_z4416_y2496_x2496,True,True,"[172, 172, 172]",,uint8,LZW,277695,,"[172, 172, 172]",,uint8,LZW,5661847,,"[172, 172, 172]",uint8,"[0, 1]",0.8540364370432793,0.1459635629567208,2,0.1459635629567208,0.03511379670619662,"{'fraction': 0.1459635629567208, 'border_touch_fraction': 0.03511379670619662, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.721630096435547, 'saturated': 0.0}, 'components': {'n_components': 12, 'n_components_ge_min_size': 12, 'largest_component_fraction': 0.2017212223048007, 'fragment_fraction': 0.0, 'median_planarity': 0.007525752439969578, 'worst_planarity': 0.05244366240290294}}",1,0.1459635629567208,4.0,6.0,12,0.0,0.05244366240290294
s1_z4416_y2496_x2688,True,True,"[172, 172, 172]",,uint8,LZW,232754,,"[172, 172, 172]",,uint8,LZW,5403500,,"[172, 172, 172]",uint8,"[0, 1]",0.8657211393336436,0.13427886066635641,2,0.13427886066635641,0.035976940335533045,"{'fraction': 0.13427886066635641, 'border_touch_fraction': 0.035976940335533045, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.842129945755005, 'saturated': 0.0}, 'components': {'n_components': 11, 'n_components_ge_min_size': 10, 'largest_component_fraction': 0.23258414304134084, 'fragment_fraction': 7.317740691467953e-06, 'median_planarity': 0.008544974694423365, 'worst_planarity': 0.014224342729457183}}",1,0.13427886066635641,4.0,6.0,11,7.317740691467953e-06,0.014224342729457183
s1_z4416_y2496_x4608,True,True,"[172, 172, 172]",,uint8,LZW,184930,,"[172, 172, 172]",,uint8,LZW,5021345,,"[172, 172, 172]",uint8,"[0, 1]",0.8790878869156175,0.1209121130843825,2,0.1209121130843825,0.03804276275690567,"{'fraction': 0.1209121130843825, 'border_touch_fraction': 0.03804276275690567, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.445849895477295, 'saturated': 0.0}, 'components': {'n_components': 10, 'n_components_ge_min_size': 10, 'largest_component_fraction': 0.24111465977521515, 'fragment_fraction': 0.0, 'median_planarity': 0.020902929090308553, 'worst_planarity': 0.03842633166643924}}",1,0.1209121130843825,4.0,6.0,10,0.0,0.03842633166643924
s1_z4416_y2496_x4800,True,True,"[172, 172, 172]",,uint8,LZW,285817,,"[172, 172, 172]",,uint8,LZW,5773683,,"[172, 172, 172]",uint8,"[0, 1]",0.8416436603066396,0.15835633969336033,2,0.15835633969336033,0.03545349397111895,"{'fraction': 0.15835633969336033, 'border_touch_fraction': 0.03545349397111895, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.739650011062622, 'saturated': 0.0}, 'components': {'n_components': 10, 'n_components_ge_min_size': 10, 'largest_component_fraction': 0.20697999970215492, 'fragment_fraction': 0.0, 'median_planarity': 0.009163645397285453, 'worst_planarity': 0.03585837585168995}}",1,0.15835633969336033,4.0,6.0,10,0.0,0.03585837585168995
s1_z4416_y2688_x2688,True,True,"[172, 172, 172]",,uint8,LZW,253347,,"[172, 172, 172]",,uint8,LZW,5492077,,"[172, 172, 172]",uint8,"[0, 1]",0.8333153841800093,0.1666846158199907,2,0.1666846158199907,0.035193582388353226,"{'fraction': 0.1666846158199907, 'border_touch_fraction': 0.035193582388353226, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.809420108795166, 'saturated': 0.0}, 'components': {'n_components': 13, 'n_components_ge_min_size': 13, 'largest_component_fraction': 0.18625481332663654, 'fragment_fraction': 0.0, 'median_planarity': 0.007930135694405581, 'worst_planarity': 0.021736253610745958}}",1,0.1666846158199907,4.0,6.0,13,0.0,0.021736253610745958
s1_z4416_y2688_x2880,True,True,"[172, 172, 172]",,uint8,LZW,264272,,"[172, 172, 172]",,uint8,LZW,5565909,,"[172, 172, 172]",uint8,"[0, 1]",0.8516640044272832,0.14833599557271687,2,0.14833599557271687,0.03463301536830948,"{'fraction': 0.14833599557271687, 'border_touch_fraction': 0.03463301536830948, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.852410078048706, 'saturated': 0.0}, 'components': {'n_components': 14, 'n_components_ge_min_size': 13, 'largest_component_fraction': 0.229309750927398, 'fragment_fraction': 7.286698463169052e-05, 'median_planarity': 0.011669861081253155, 'worst_planarity': 0.06662096645585278}}",1,0.14833599557271687,4.0,6.0,14,7.286698463169052e-05,0.06662096645585278
s1_z4416_y2688_x3072,True,True,"[172, 172, 172]",,uint8,LZW,322872,,"[172, 172, 172]",,uint8,LZW,5704061,,"[172, 172, 172]",uint8,"[0, 1]",0.8029011989510357,0.19709880104896424,2,0.19709880104896424,0.030612397512480967,"{'fraction': 0.19709880104896424, 'border_touch_fraction': 0.030612397512480967, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.689729928970337, 'saturated': 0.0}, 'components': {'n_components': 9, 'n_components_ge_min_size': 9, 'largest_component_fraction': 0.22542418341514386, 'fragment_fraction': 0.0, 'median_planarity': 0.014791834172698573, 'worst_planarity': 0.08313192117580892}}",1,0.19709880104896424,4.0,6.0,9,0.0,0.08313192117580892
s1_z4416_y2688_x3264,True,True,"[172, 172, 172]",,uint8,LZW,207666,,"[172, 172, 172]",,uint8,LZW,5512714,,"[172, 172, 172]",uint8,"[0, 1]",0.8378045722389224,0.16219542776107765,2,0.16219542776107765,0.03532314015240094,"{'fraction': 0.16219542776107765, 'border_touch_fraction': 0.03532314015240094, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.5134899616241455, 'saturated': 0.0}, 'components': {'n_components': 9, 'n_components_ge_min_size': 9, 'largest_component_fraction': 0.18591630185999905, 'fragment_fraction': 0.0, 'median_planarity': 0.02505438146946708, 'worst_planarity': 0.04089423965229374}}",1,0.16219542776107765,4.0,6.0,9,0.0,0.04089423965229374
s1_z4416_y2688_x4416,True,True,"[172, 172, 172]",,uint8,LZW,177964,,"[172, 172, 172]",,uint8,LZW,5260896,,"[172, 172, 172]",uint8,"[0, 1]",0.8415271218257512,0.15847287817424882,2,0.15847287817424882,0.03618016793550443,"{'fraction': 0.15847287817424882, 'border_touch_fraction': 0.03618016793550443, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.3320999145507812, 'saturated': 0.0}, 'components': {'n_components': 11, 'n_components_ge_min_size': 11, 'largest_component_fraction': 0.174581246333929, 'fragment_fraction': 0.0, 'median_planarity': 0.015144848269500516, 'worst_planarity': 0.03185445324718012}}",1,0.15847287817424882,4.0,6.0,11,0.0,0.03185445324718012
s1_z4416_y2688_x4608,True,True,"[172, 172, 172]",,uint8,LZW,186183,,"[172, 172, 172]",,uint8,LZW,5185328,,"[172, 172, 172]",uint8,"[0, 1]",0.8512906096318563,0.14870939036814368,2,0.14870939036814368,0.030721554116558743,"{'fraction': 0.14870939036814368, 'border_touch_fraction': 0.030721554116558743, 'thickness': {'median': 4.0, 'p95': 6.0, 'max': 8.0, 'mean': 3.250339984893799, 'saturated': 0.0}, 'components': {'n_components': 9, 'n_components_ge_min_size': 8, 'largest_component_fraction': 0.173684419188582, 'fragment_fraction': 3.1716664464120525e-05, 'median_planarity': 0.006125309224089735, 'worst_planarity': 0.012207575062422208}}",1,0.14870939036814368,4.0,6.0,9,3.1716664464120525e-05,0.012207575062422208
