name,surface_class,orient_class,surface_voxels,surface_fraction,hf_energy,hf_energy_norm,dynamic_range,intensity_p50,n_samples,polarity,oriented,search_radius,noise_sigma,global_peak_offset,global_peak_offset_raw,global_peak_ci95,global_peak_ci95_width,global_offset_reliable,global_profile_contrast,global_profile_snr,n_cells,n_cells_considered,cell_frac_unresolved,cell_frac_low_snr,cell_size,neighbour_ridge_pos,neighbour_ridge_neg,winding_spacing,dominant_ridge_at,recommended_radius,cell_offset_median,cell_offset_mean,cell_abs_offset_median,cell_abs_offset_p90,cell_frac_ge_1vx,cell_frac_ge_2vx,cell_offset_worst,cell_snr_median,cell_voxels_median,naive_mean_signed_offset,naive_median_abs_offset,naive_frac_offset_ge_1vx,naive_median_prominence_snr,naive_frac_flat_support,overlay_png,drift_png
sample_00218,1,2,3705155,0.11307235717773438,11.035298347473145,0.0530543178319931,208.0,130.0,35679,bright,False,12.725,5.515172004699707,3.8193492889404297,3.8193492889404297,"[3.7686953067779543, 3.873130512237549]",0.10443520545959473,True,32.65650177001953,5.921211839302849,99,100,0.01,0.0,64,24.0,-20.5,20.5,3.5,12.725,3.6744041442871094,3.4523664580451117,3.8004093170166016,6.758107376098634,0.9494949494949495,0.8787878787878788,8.682693481445312,147.46374864789428,328.0,-1.3593508102976353,2.686931237578392,0.8127105492259359,11.927045822143555,0.082575,,
sample_00219,1,2,2460103,0.07507638549804688,11.07985782623291,0.0540480874478817,205.0,134.0,36021,bright,False,11.6,5.526426792144775,3.753681182861328,3.753681182861328,"[3.695676851272583, 3.8163188695907593]",0.12064201831817645,True,35.53137969970703,6.429358613817356,94,94,0.0,0.0,64,22.5,-18.0,18.0,3.5,11.6,3.3502602577209473,3.54293078564583,3.41213321685791,7.0316722869873045,0.9148936170212766,0.7553191489361702,-10.17094612121582,152.74568358214805,342.5,-1.4530019390392155,2.558114383369684,0.8027984586030155,11.790231704711914,0.0813,,
sample_00220,1,2,1944740,0.0593487548828125,11.319276809692383,0.05364586040377617,211.0,134.0,37091,bright,False,11.825000000000001,5.595567226409912,3.3887939453125,3.3887939453125,"[3.335934948921204, 3.456202006340027]",0.12026705741882315,True,39.165321350097656,6.999347834701278,69,70,0.014285714285714285,0.0,64,24.5,-18.5,18.5,3.5,11.825000000000001,3.2755050659179688,3.35013176738352,3.2755050659179688,5.840136528015137,0.8695652173913043,0.6811594202898551,10.240069389343262,188.9001893213468,512.0,1.3514322774820722,2.471900502219796,0.7879718581479233,12.781753540039062,0.0658,,
sample_00221,1,2,1849022,0.05642767333984375,12.201634407043457,0.058661703020334244,208.0,134.0,36617,bright,False,10.6,5.97239875793457,2.3999996185302734,2.3999996185302734,"[2.292858695983887, 2.523113512992859]",0.230254817008972,True,21.46813201904297,3.594557712765193,59,61,0.03278688524590164,0.0,64,33.5,-18.0,18.0,2.5,10.6,2.0067548751831055,1.6589524301431946,2.2764997482299805,5.372822952270509,0.7796610169491526,0.6101694915254238,9.188301086425781,138.06682242275397,617.0,-0.5749771441432368,2.3578204959630966,0.7750198141076446,11.119876861572266,0.0897,,
sample_00222,1,2,2776147,0.08472128295898437,10.653400421142578,0.05273960530757904,202.0,144.0,36996,bright,False,9.175,5.622392177581787,,2.5715198516845703,"[2.437544894218445, 2.702357363700867]",0.2648124694824219,False,7.65313720703125,1.3611887903420665,56,61,0.08196721311475409,0.0,64,11.5,-15.5,11.5,4.0,9.175,1.6289563179016113,1.5233051010540553,3.030965805053711,5.814276456832886,0.8392857142857143,0.5535714285714286,-8.481934547424316,55.80311082934444,628.0,-0.39552061789766235,2.4000049233436584,0.7708325239889671,7.552732467651367,0.153125,,
sample_00223,1,2,1007822,0.03075628662109375,9.825340270996094,0.0493735708296299,199.0,149.0,35507,bright,False,12.175,5.191328048706055,,-3.149190902709961,"[-6.881993436813354, 7.294323110580445]",14.1763165473938,False,6.766204833984375,1.3033668399497236,34,34,0.0,0.0,64,11.5,-17.0,11.5,7.0,12.175,0.06551074981689453,0.11773629749522489,4.962767124176025,8.890481853485108,0.9117647058823529,0.8823529411764706,11.36991024017334,83.9694939259298,1073.5,-0.061830468476477704,2.666446056216955,0.7871283095723014,6.4760355949401855,0.18865,/workspace/findings/kaggle_align/overlays/sample_00223_overlay.png,/workspace/findings/kaggle_align/overlays/sample_00223_drift.png
sample_00224,1,2,1825198,0.05570062255859375,11.112626075744629,0.05447365716099739,204.0,143.0,35747,bright,False,12.425,5.708663463592529,,4.5785932540893555,"[4.349811601638794, 4.812468194961548]",0.46265659332275444,False,6.489898681640625,1.1368508098314933,56,58,0.034482758620689655,0.0,64,17.0,-16.5,16.5,5.0,12.425,3.390740394592285,1.7494022675922938,4.629311561584473,7.556157112121582,0.875,0.7678571428571429,-9.080928802490234,81.23955679750517,564.0,-0.3500260745946689,2.6114433482289314,0.7971136500300662,7.731860160827637,0.1564,,
sample_00225,1,2,1795731,0.054801361083984375,11.061677932739258,0.054223909974098206,204.0,147.0,35929,bright,False,16.0,5.752031326293945,,-1.999312400817871,"[-2.2869653701782227, -1.7321032762527464]",0.5548620939254763,False,5.7066497802734375,0.9921103444250977,62,62,0.0,0.0,64,,-25.5,25.5,37.0,16.0,-0.7880287170410156,-0.5815959899656234,3.059494972229004,7.50715103149414,0.8387096774193549,0.6451612903225806,-14.553980827331543,63.156635094411385,552.5,0.129065367555676,2.543996524065733,0.7905108917097634,6.655661582946777,0.17585,,
sample_00226,1,2,3480780,0.1062249755859375,11.423502922058105,0.055724404752254486,205.0,141.0,36833,bright,False,10.925,5.886195182800293,,3.080977439880371,"[2.945114541053772, 3.238162302970886]",0.29304776191711435,False,10.161758422851562,1.7263712988221396,76,83,0.08433734939759036,0.0,64,19.5,-16.5,16.5,3.5,10.925,2.4834437370300293,1.8124043502305682,3.366537094116211,7.292939186096191,0.8552631578947368,0.6842105263157895,-10.207797050476074,55.68319944513026,407.0,0.43854462525711313,2.4427315182983875,0.7805540467137425,7.730720520019531,0.143925,,
sample_00227,1,2,2373256,0.072426025390625,11.349929809570312,0.05456697195768356,208.0,135.0,39351,bright,False,8.575,5.8733229637146,2.530193328857422,2.530193328857422,"[2.456501817703247, 2.622653436660767]",0.16615161895751962,True,13.906875610351562,2.367803660086167,65,66,0.015151515151515152,0.0,64,13.5,-15.5,13.5,2.5,8.575,2.1603012084960938,2.0955011147719165,2.2646656036376953,4.849055290222168,0.8461538461538461,0.5846153846153846,7.607586860656738,61.221742194745026,576.0,0.6362951629582155,2.4048356227576733,0.7802401087284808,7.69851016998291,0.1437,,
sample_00229,1,2,3933229,0.12003262329101562,11.704724311828613,0.05393882095813751,217.0,122.0,37199,bright,False,10.375,5.871320724487305,2.2612695693969727,2.2612695693969727,"[2.200468564033508, 2.3262246370315554]",0.12575607299804714,True,34.56670379638672,5.887381292631591,92,92,0.0,0.0,64,27.0,-17.5,17.5,2.5,10.375,2.2203431129455566,2.4384564835092295,2.243668556213379,5.215185737609864,0.75,0.5543478260869565,8.555423736572266,137.484626261286,378.5,0.8987772120953249,2.160976991057396,0.7464265889536498,12.64396858215332,0.074375,,
sample_00230,1,2,1370324,0.0418189697265625,12.050232887268066,0.05793381109833717,208.0,139.0,37384,bright,False,6.0,5.981821060180664,1.2117042541503906,1.2117042541503906,"[1.1667430520057678, 1.2559454441070557]",0.08920239210128789,True,21.26519012451172,3.5549692828607387,30,31,0.03225806451612903,0.0,64,10.0,-10.5,10.0,1.5,6.0,1.0785319805145264,0.8498114665349324,1.2246477603912354,3.017581176757813,0.6,0.26666666666666666,-4.094409942626953,142.3622099360047,1402.0,0.3464242590885284,2.027256393805146,0.7274645117459864,10.216976165771484,0.099275,,
sample_00231,1,2,2986217,0.09113211059570313,11.34391975402832,0.05480154603719711,207.0,133.0,36831,bright,False,12.375,5.713193893432617,4.2629241943359375,4.2629241943359375,"[4.2166300296783445, 4.316936731338501]",0.10030670166015643,True,33.441932678222656,5.85345663074109,79,79,0.0,0.0,64,17.5,-18.5,17.5,4.5,12.375,3.535344123840332,3.6177456771271137,3.5457887649536133,5.770249557495117,0.9620253164556962,0.8734177215189873,8.112926483154297,141.7952137085716,406.0,-1.470110662248612,2.7560196849517524,0.8109578544061302,10.284387588500977,0.098725,,
sample_00232,1,2,2061233,0.06290383911132813,12.265772819519043,0.0581316240131855,211.0,129.0,34157,bright,False,10.6,6.0376482009887695,2.439960479736328,2.439960479736328,"[2.383737564086914, 2.5067381858825684]",0.1230006217956543,True,35.060546875,5.8069873745307365,82,82,0.0,0.0,64,20.0,-18.0,18.0,2.5,10.6,2.336544990539551,2.2388920842147453,2.626643657684326,6.297890853881836,0.7804878048780488,0.6097560975609756,8.781156539916992,152.94953532552117,367.5,-0.3374726872033147,2.2622504029423,0.7640219577892189,13.44759464263916,0.0607,,
sample_00233,1,2,1424805,0.04348159790039063,12.496281623840332,0.05979081988334656,209.0,138.0,34932,bright,False,12.15,6.265701770782471,4.567720413208008,4.567720413208008,"[4.496329259872437, 4.635162019729615]",0.1388327598571779,True,36.295814514160156,5.792777224637597,44,44,0.0,0.0,64,17.5,-17.0,17.0,4.5,12.15,4.6977386474609375,4.591476158662275,4.6977386474609375,6.803300857543946,0.9545454545454546,0.8636363636363636,11.303947448730469,179.47169509492556,774.0,-1.4178691832583126,2.640925906598568,0.8039049235993209,11.079883575439453,0.097875,,
sample_00234,1,2,3644609,0.11122463989257812,10.99169635772705,0.052341412752866745,210.0,120.0,35371,bright,False,14.175,5.569019317626953,4.025210380554199,4.025210380554199,"[3.9542337894439696, 4.121246957778931]",0.16701316833496138,True,32.58003234863281,5.850227928912209,107,108,0.009259259259259259,0.0,64,30.0,-21.5,21.5,4.5,14.175,3.921816825866699,3.9816442204413014,4.145752906799316,8.238009452819828,0.9719626168224299,0.8504672897196262,11.913310050964355,136.48840528224838,287.0,1.135964422915037,2.5975030660629272,0.7991657895762679,12.776262283325195,0.07315,,
sample_00236,1,2,623592,0.019030517578125,11.353128433227539,0.05565258860588074,204.0,135.0,38460,bright,False,12.325000000000001,5.649618625640869,3.8105669021606445,3.8105669021606445,"[3.7556418418884276, 3.861611557006836]",0.10596971511840847,True,29.393478393554688,5.202736740521209,38,40,0.05,0.0,64,23.0,-18.5,18.5,4.0,12.325000000000001,3.594541072845459,2.052342176437378,4.079931259155273,6.854374504089357,0.8947368421052632,0.7894736842105263,-9.326138496398926,215.90381201117378,986.5,-1.3301772156780614,2.782968109473586,0.8225999252895032,9.469121932983398,0.111425,,
sample_00237,1,2,2780088,0.084841552734375,10.697897911071777,0.05244067683815956,204.0,129.0,36214,bright,False,11.1,5.362146377563477,2.5962791442871094,2.5962791442871094,"[2.543283295631409, 2.641315531730652]",0.09803223609924316,True,35.206932067871094,6.565828231617371,75,75,0.0,0.0,64,21.0,-18.0,18.0,3.0,11.1,2.3058767318725586,2.5483993657430015,2.377436637878418,5.146199417114258,0.9066666666666666,0.64,7.094091415405273,188.36479668222415,486.0,-1.255532271269878,2.2273929435759783,0.765793995754574,12.360036849975586,0.062025,,
sample_00238,1,2,2680158,0.08179193115234375,10.71164321899414,0.05250805616378784,204.0,135.0,37108,bright,False,9.25,5.421304702758789,2.4380016326904297,2.4380016326904297,"[2.371470332145691, 2.499365472793579]",0.1278951406478881,True,21.833648681640625,4.027378994309236,79,79,0.0,0.0,64,15.0,-16.0,15.0,2.5,9.25,2.364974021911621,1.9904681640335276,2.4800453186035156,4.87750129699707,0.8481012658227848,0.5949367088607594,7.05726432800293,109.83540466388543,438.0,-0.8870769615072986,2.352779410779476,0.7700132053249581,10.479127883911133,0.092725,,
sample_00239,1,2,1786504,0.054519775390625,10.97817611694336,0.05355207994580269,205.0,130.0,35083,bright,False,13.9,5.521245956420898,3.48980712890625,3.48980712890625,"[3.4187103748321532, 3.55764479637146]",0.1389344215393069,True,35.68370056152344,6.462979704793861,66,66,0.0,0.0,64,22.0,-22.0,22.0,4.0,13.9,3.3097801208496094,3.8664854512070166,3.3097801208496094,6.093507766723633,0.9393939393939394,0.8333333333333334,9.63876724243164,172.98993869555457,510.0,1.2980625374219361,2.421635113656521,0.7782760521962875,12.281688690185547,0.0713,,
sample_00241,1,2,1953167,0.05960592651367187,11.518281936645508,0.055643875151872635,207.0,144.0,37109,bright,False,8.475000000000001,6.1196160316467285,,1.5654592514038086,"[1.4691471815109254, 1.6697733879089356]",0.2006262063980102,False,10.44366455078125,1.7065882069681033,47,48,0.020833333333333332,0.0,64,15.5,-15.5,15.5,1.5,8.475000000000001,1.2015466690063477,1.4007868563875239,1.3904390335083008,5.141326332092285,0.7446808510638298,0.44680851063829785,7.485685348510742,72.96095796092536,844.0,-0.3170505421059843,2.2757739685475826,0.7572176076695086,7.866467475891113,0.133425,,
sample_00242,1,2,1896817,0.057886260986328125,12.046221733093262,0.057362958788871765,210.0,141.0,36097,bright,False,9.350000000000001,6.27061128616333,2.1305580139160156,2.1305580139160156,"[2.0600909948349, 2.214387822151184]",0.1542968273162839,True,13.1165771484375,2.091754144828019,43,47,0.0851063829787234,0.0,64,13.0,-15.0,13.0,3.5,9.350000000000001,2.5703744888305664,2.098055595575377,2.7686877250671387,4.516804981231689,0.813953488372093,0.6511627906976745,6.726001739501953,90.85165982918255,808.0,-0.5673224886759437,2.253709091572091,0.7545678467703393,8.932003021240234,0.122775,,
sample_00243,1,2,2823078,0.08615350341796875,12.389484405517578,0.059279829263687134,209.0,145.0,38444,bright,False,6.95,6.3972697257995605,,2.218173027038574,"[2.1365719556808473, 2.3125767946243285]",0.17600483894348118,False,9.739105224609375,1.5223846487717283,72,73,0.0136986301369863,0.0,64,11.0,-13.0,11.0,2.0,6.95,1.3280701637268066,1.2073205643230014,2.0816755294799805,4.842485332489014,0.7777777777777778,0.5277777777777778,-6.199290752410889,51.591340456996704,522.5,-0.38325650188470795,2.3659389317035675,0.7756662460099473,7.324902534484863,0.1561,,
sample_00244,1,2,2220215,0.06775558471679688,12.226460456848145,0.058781061321496964,208.0,143.0,36995,bright,False,7.8500000000000005,6.358042240142822,1.4749484062194824,1.4749484062194824,"[1.4009441137313843, 1.5403459310531618]",0.13940181732177748,True,14.391433715820312,2.263500802960541,54,57,0.05263157894736842,0.0,64,15.5,-13.0,13.0,2.0,7.8500000000000005,1.2049274444580078,1.2724571669543232,1.4491939544677734,3.3241443634033203,0.6666666666666666,0.3333333333333333,6.481756687164307,67.25051820737175,654.0,0.3841075972217267,2.219636393710971,0.7525616423476592,7.801903247833252,0.14255,,
sample_00245,1,2,2094239,0.06391110229492188,13.78283405303955,0.06351536512374878,217.0,140.0,38623,bright,False,6.575,7.285882949829102,0.5969133377075195,0.5969133377075195,"[0.5234982967376709, 0.6742863059043884]",0.15078800916671753,True,17.874893188476562,2.4533599169193128,59,64,0.078125,0.0,64,17.5,-13.5,13.5,0.5,6.575,0.6244730949401855,0.5710206435898603,1.0885615348815918,3.2215291976928713,0.5423728813559322,0.288135593220339,-4.418306827545166,72.07886914143596,593.0,-0.265845456384196,2.1242911629378796,0.7421515422133681,8.475130081176758,0.12705,,
sample_00246,1,2,1486823,0.04537423706054688,14.07411003112793,0.05988983064889908,235.0,99.0,35153,bright,False,13.5,7.178945541381836,4.445196151733398,4.445196151733398,"[4.295419025421142, 4.574303770065308]",0.27888474464416557,True,31.764068603515625,4.424614787842719,67,69,0.028985507246376812,0.0,64,38.0,-20.0,20.0,4.5,13.5,4.312139511108398,3.9984266010682976,4.86833381652832,9.890084838867187,0.8955223880597015,0.7910447761194029,-12.595174789428711,162.75840954056372,489.0,1.0873051078199905,2.612732522189617,0.8004489423223253,13.268518447875977,0.0739,,
sample_00247,1,2,1977214,0.06033978271484375,13.41608715057373,0.05833081528544426,230.0,102.0,31745,bright,False,12.6,6.967813968658447,3.887361526489258,3.887361526489258,"[3.764779472351074, 3.9919852733612062]",0.2272058010101321,True,32.68666076660156,4.691092631581109,77,77,0.0,0.0,64,29.0,-18.0,18.0,4.5,12.6,3.647073745727539,3.295831568829425,3.816997528076172,7.514986419677735,0.9090909090909091,0.7272727272727273,11.117780685424805,142.39135259101855,343.0,0.7818831389137925,2.45612327568233,0.7817812000581142,13.970041275024414,0.079175,,
sample_00248,1,2,1894768,0.05782373046875,12.937261581420898,0.05749893933534622,225.0,105.0,35213,bright,False,16.0,6.589319229125977,4.257869720458984,4.257869720458984,"[4.131139183044434, 4.401180744171143]",0.27004156112670863,True,51.79505920410156,7.860456809431554,93,96,0.03125,0.0,64,35.5,-28.0,28.0,5.0,16.0,4.09837532043457,4.263246823382634,4.555028915405273,9.637789916992187,0.8817204301075269,0.8064516129032258,13.281288146972656,190.13117821955376,304.0,0.8062971213580548,2.4361510202288628,0.786936969609052,15.298051834106445,0.06265,,
sample_00249,1,2,1195870,0.03649505615234375,12.685057640075684,0.05765935406088829,220.0,118.0,38382,bright,False,8.075,6.496119499206543,1.7935609817504883,1.7935609817504883,"[1.7373363733291627, 1.8669344663619996]",0.12959809303283687,True,28.140884399414062,4.33195300715316,54,59,0.0847457627118644,0.0,64,13.5,-16.0,13.5,2.0,8.075,1.8370275497436523,2.097772554115013,1.9450807571411133,5.158668804168701,0.7962962962962963,0.48148148148148145,7.515811920166016,156.45198722581347,714.5,0.6916840702413745,2.2397152897901833,0.7655305859189354,10.775320053100586,0.08645,,
sample_00250,1,2,1949902,0.05950628662109375,13.31770133972168,0.05945402383804321,224.0,110.0,37731,bright,False,12.425,6.764057159423828,4.9714155197143555,4.9714155197143555,"[4.895818424224854, 5.051598596572876]",0.1557801723480221,True,44.61915588378906,6.596507810645081,73,78,0.0641025641025641,0.0,64,16.5,-29.0,16.5,5.0,12.425,4.878584861755371,4.4120336689361155,5.0723371505737305,8.906078910827636,0.9726027397260274,0.8904109589041096,11.030837059020996,195.17302170802674,475.0,1.5295746384142486,2.7912184186279774,0.8226267670868742,12.972515106201172,0.083075,/workspace/findings/kaggle_align/overlays/sample_00250_overlay.png,/workspace/findings/kaggle_align/overlays/sample_00250_drift.png
sample_00251,1,2,1188991,0.036285125732421875,12.78699016571045,0.05947437137365341,215.0,129.0,31180,bright,False,13.675,6.577199459075928,3.5993528366088867,3.5993528366088867,"[3.4955819129943846, 3.6943507194519043]",0.1987688064575197,True,36.334800720214844,5.524357433022071,46,46,0.0,0.0,64,28.0,-21.5,21.5,4.0,13.675,3.323615074157715,3.093883286351743,3.8345460891723633,7.159374237060547,0.8695652173913043,0.6956521739130435,-10.081294059753418,201.92894526982127,718.0,0.8333212194659758,2.423347808420658,0.771195280745297,12.795280456542969,0.06775,,
sample_00252,1,2,1208820,0.0368902587890625,13.212226867675781,0.05622224137187004,235.0,127.0,38938,bright,False,10.65,6.772394180297852,2.563900947570801,2.563900947570801,"[2.422281551361084, 2.693990159034729]",0.271708607673645,True,18.99956512451172,2.8054428934135243,41,44,0.06818181818181818,0.0,64,18.0,-17.0,17.0,3.0,10.65,3.0250158309936523,2.780721059659632,3.1363229751586914,6.355205535888672,0.7804878048780488,0.5853658536585366,9.650201797485352,129.9359661331405,878.0,-0.5983455087942656,2.4338306710124016,0.7819524611909798,10.185654640197754,0.0949,,
sample_00253,1,2,1790519,0.054642303466796875,12.330129623413086,0.055792443454265594,221.0,119.0,39163,bright,False,8.850000000000001,6.351085662841797,2.8863019943237305,2.8863019943237305,"[2.745391774177551, 3.009600830078125]",0.2642090559005741,True,12.92047119140625,2.0343720550015347,63,68,0.07352941176470588,0.0,64,13.0,-18.5,13.0,3.0,8.850000000000001,2.8095998764038086,2.1785916827973866,3.4063549041748047,7.0692485809326175,0.8571428571428571,0.7301587301587301,-8.169135093688965,111.78478161035437,486.0,0.5276549758796578,2.5086594177410007,0.7920408391399933,8.818140029907227,0.1328,,
sample_00254,1,2,646948,0.0197432861328125,11.88332462310791,0.05527127906680107,215.0,118.0,30963,bright,False,11.875,5.784031391143799,2.9358901977539062,2.9358901977539062,"[2.8741532802581786, 3.010493779182434]",0.13634049892425537,True,38.51914978027344,6.6595678991735605,25,25,0.0,0.0,64,20.5,-17.5,17.5,4.0,11.875,2.4742374420166016,1.930437068939209,3.7619447708129883,7.757865524291993,0.88,0.8,-10.015074729919434,299.2909969290269,1335.0,0.8029326292224652,2.0615685544908047,0.724813729298351,14.546257019042969,0.0533,,
sample_00255,1,2,2058339,0.06281552124023437,11.910958290100098,0.0551433265209198,216.0,115.0,35258,bright,False,15.200000000000001,5.752172946929932,3.5605173110961914,3.5605173110961914,"[3.458814334869385, 3.661040496826172]",0.2022261619567871,True,41.727317810058594,7.254183452938325,86,86,0.0,0.0,64,29.5,-26.0,26.0,3.5,15.200000000000001,2.620502471923828,3.1166209952775823,2.9336929321289062,7.9423322677612305,0.872093023255814,0.7093023255813954,-12.078132629394531,195.02035769438146,358.0,1.0513843269201495,2.358429431915283,0.777447433463481,14.614286422729492,0.044325,,
sample_00256,1,2,1276325,0.038950347900390626,12.300982475280762,0.05540983006358147,222.0,108.0,32767,bright,False,16.0,5.894967079162598,4.3999481201171875,4.3999481201171875,"[4.327344036102295, 4.482974290847778]",0.15563025474548375,True,60.34051513671875,10.235937593274965,66,66,0.0,0.0,64,36.5,-30.5,30.5,4.5,16.0,4.020551681518555,4.215387084267356,4.020551681518555,6.617915153503418,0.8939393939393939,0.8333333333333334,12.385896682739258,284.85834461788716,472.5,-1.3807437836283576,2.537089090794325,0.7958898213901442,16.7071533203125,0.027925,,
sample_00257,1,2,1502514,0.04585308837890625,12.21755599975586,0.05735941603779793,213.0,130.0,37878,bright,False,10.875,6.2383341789245605,2.434506416320801,2.434506416320801,"[2.3297768592834474, 2.532715153694153]",0.20293829441070566,True,18.019943237304688,2.8885825479152487,55,55,0.0,0.0,64,24.5,-17.5,17.5,3.0,10.875,2.6372299194335938,2.1435829422690653,3.0425281524658203,7.0787208557128904,0.7636363636363637,0.6181818181818182,10.335237503051758,151.72738662141072,599.0,0.6939925059613837,2.389657035470009,0.7758558558558558,11.384500503540039,0.079075,,
sample_00258,1,2,1150162,0.03510015869140625,11.705881118774414,0.05470037832856178,214.0,121.0,34324,bright,False,12.1,5.7587504386901855,3.8702592849731445,3.8702592849731445,"[3.8197550058364866, 3.9257851600646974]",0.10603015422821072,True,37.71376037597656,6.5489485570683055,40,40,0.0,0.0,64,29.0,-18.0,18.0,4.0,12.1,3.630403518676758,3.9030125617980955,3.630403518676758,6.066796112060548,0.95,0.925,10.113588333129883,242.6046742374814,835.5,-1.4920419282995034,2.5971816405653954,0.7976847147626651,13.920174598693848,0.04995,,
sample_00259,1,2,1130358,0.03449578857421875,12.040321350097656,0.054235681891441345,222.0,111.0,32853,bright,False,16.0,5.764813423156738,5.718133926391602,5.718133926391602,"[5.541729927062988, 5.904979038238525]",0.36324911117553693,True,59.34223175048828,10.293868577275347,61,61,0.0,0.0,64,,-36.5,36.5,6.0,16.0,4.074258804321289,4.791687699614978,4.074258804321289,9.803581237792969,0.9344262295081968,0.819672131147541,14.293405532836914,301.530947025834,533.0,1.5203440836762587,2.4159492291510105,0.7800103996434408,16.04520606994629,0.036025,,
sample_00260,1,2,2486250,0.07587432861328125,12.844952583312988,0.058921799063682556,218.0,124.0,35412,bright,False,12.225,6.263660430908203,2.3539514541625977,2.3539514541625977,"[2.2828485488891603, 2.4361492872238157]",0.1533007383346554,True,34.068931579589844,5.439140891398865,89,91,0.02197802197802198,0.0,64,24.0,-20.5,20.5,3.0,12.225,1.9591426849365234,2.357205969564031,2.1004486083984375,6.680080795288086,0.8089887640449438,0.5280898876404494,10.373470306396484,152.60823399822925,350.0,0.7978326737252531,2.2708512665703893,0.7642166475082832,13.554740905761719,0.062975,,
sample_00261,1,2,2500099,0.07629696655273438,12.24776840209961,0.056441329419612885,217.0,120.0,37093,bright,False,13.1,6.126776218414307,4.243202209472656,4.243202209472656,"[4.122189712524414, 4.352773761749267]",0.23058404922485298,True,26.07294464111328,4.25557319406409,76,76,0.0,0.0,64,24.5,-18.0,18.0,5.0,13.1,3.5021743774414062,3.4908251636906673,4.175390243530273,8.87293815612793,0.9342105263157895,0.7894736842105263,11.683958053588867,137.27623936307134,445.0,1.0852733415035491,2.573142282664776,0.7993087832201168,10.760370254516602,0.1041,,
sample_00263,1,2,2084097,0.06360159301757813,12.46921157836914,0.05909578874707222,211.0,139.0,39134,bright,False,11.425,6.818509578704834,3.5258302688598633,3.5258302688598633,"[3.4059133768081664, 3.6570847988128663]",0.2511714220046999,True,13.756248474121094,2.017486125865951,56,58,0.034482758620689655,0.0,64,20.0,-16.5,16.5,4.0,11.425,2.728827953338623,2.2111185022762845,3.4734625816345215,7.730556011199951,0.9107142857142857,0.7321428571428571,-10.61673355102539,89.84052036924166,657.0,0.6254046310432796,2.4980506121064536,0.7875219818028901,6.963949680328369,0.176475,,
sample_00264,1,2,2150832,0.06563818359375,12.05978012084961,0.05770229548215866,209.0,134.0,37162,bright,False,11.2,6.716509819030762,3.563225746154785,3.563225746154785,"[3.4837516069412233, 3.641450786590576]",0.15769917964935276,True,17.709487915039062,2.636709897283328,59,60,0.016666666666666666,0.0,64,19.5,-16.0,16.0,4.0,11.2,3.237093925476074,3.233939760822361,3.3925771713256836,7.53469295501709,0.9322033898305084,0.7966101694915254,10.25505542755127,98.4035712725972,598.0,0.8480302557709004,2.592013329267502,0.7979721262294459,7.943936824798584,0.1465,,
sample_00265,1,2,2759927,0.08422628784179688,12.553677558898926,0.058118876069784164,216.0,123.0,38423,bright,False,8.925,6.7591633796691895,1.601618766784668,1.601618766784668,"[1.5474737882614136, 1.6663844347000123]",0.11891064643859872,True,22.595809936523438,3.34298916408636,67,68,0.014705882352941176,0.0,64,16.5,-17.0,16.5,1.5,8.925,1.58966064453125,1.7335559076337672,1.676788330078125,4.234429550170898,0.6865671641791045,0.373134328358209,7.196837425231934,98.22678641555058,537.0,-0.5542926250433603,2.224030300974846,0.7589916999692592,9.679896354675293,0.097525,,
sample_00266,1,2,1539984,0.04699658203125,11.627836227416992,0.05459078028798103,213.0,130.0,35592,bright,False,10.325000000000001,5.717525959014893,2.1606311798095703,2.1606311798095703,"[2.0798275470733643, 2.2463908195495605]",0.1665632724761963,True,17.80205535888672,3.113594146576283,48,48,0.0,0.0,64,20.5,-18.5,18.5,2.0,10.325000000000001,1.763880729675293,1.847483625014623,2.030625820159912,4.627649593353272,0.7916666666666666,0.5,5.708695411682129,124.24482900875384,768.5,-0.6406089599125879,2.3772616796195507,0.7721218230254158,9.980655670166016,0.1124,,
sample_00267,1,2,2603965,0.07946670532226563,12.299595832824707,0.05590725317597389,220.0,123.0,34222,bright,False,16.0,6.025697708129883,5.4824981689453125,5.4824981689453125,"[5.42704963684082, 5.552803468704224]",0.1257538318634035,True,39.02101135253906,6.475766499187611,76,76,0.0,0.0,64,33.0,-32.0,32.0,5.5,16.0,5.243315696716309,4.995745847099705,5.296205520629883,8.801374435424805,1.0,0.9078947368421053,10.370567321777344,194.48524071313432,384.0,1.2733588134537386,2.8104029688984156,0.8171277124399536,12.944714546203613,0.0842,/workspace/findings/kaggle_align/overlays/sample_00267_overlay.png,/workspace/findings/kaggle_align/overlays/sample_00267_drift.png
sample_00268,1,2,1860179,0.05676815795898438,11.285140037536621,0.05504946410655975,205.0,143.0,38335,bright,False,9.75,5.633533954620361,,2.442516326904297,"[2.2438672542572022, 2.669325065612793]",0.4254578113555909,False,6.087005615234375,1.0804950612292126,48,52,0.07692307692307693,0.0,64,21.0,-15.0,15.0,3.0,9.75,0.41483402252197266,0.6703615585962931,3.1874122619628906,6.663087844848634,0.7083333333333334,0.5833333333333334,-9.21322250366211,77.30355646825642,731.5,-0.24749483117745974,2.5773715153336525,0.7897915449055134,7.114874362945557,0.16655,,
