name,has_image,has_label,label_shape,label_plane_shape,label_dtype,label_compression,label_bytes,label_header_error,image_shape,image_plane_shape,image_dtype,image_compression,image_bytes,image_header_error,shape,dtype,values,value_fractions_0,value_fractions_1,value_fractions_2,n_values,foreground_fraction,border_touch_fraction,per_class_1,per_class_2,surface_class,surface_fraction,surface_thickness_median,surface_thickness_p95,surface_components,surface_fragment_fraction,surface_worst_planarity,surface_junction_fraction
sample_00202,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,32626146,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.30264495849609374,0.06832870483398437,0.6290263366699219,3,0.6973550415039063,0.02688730830648906,"{'fraction': 0.06832870483398437, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.71478009223938, 'saturated': 0.0}, 'components': {'n_components': 13, 'n_components_ge_min_size': 13, 'largest_component_fraction': 0.14290161434036253, 'fragment_fraction': 0.0, 'median_planarity': 0.006250454240568178, 'worst_planarity': 0.00794485270317174}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.00325, 'junctions': 13, 'radius': 5}}","{'fraction': 0.6290263366699219, 'border_touch_fraction': 0.029807972905018378, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.793330192565918, 'saturated': 0.9436373634983809}, 'skipped': 'thickness saturated for 94% of voxels: a region, not a sheet'}",1,0.06832870483398437,2.0,4.0,13,0.0,0.00794485270317174,0.00325
sample_00211,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,33237147,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.28734307861328123,0.083001708984375,0.6296552124023438,3,0.7126569213867188,0.02630999494611718,"{'fraction': 0.083001708984375, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.7458200454711914, 'saturated': 0.0}, 'components': {'n_components': 11, 'n_components_ge_min_size': 11, 'largest_component_fraction': 0.11752959776454151, 'fragment_fraction': 0.0, 'median_planarity': 0.001212412672580966, 'worst_planarity': 0.0028408818192114413}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.002, 'junctions': 8, 'radius': 5}}","{'fraction': 0.6296552124023438, 'border_touch_fraction': 0.029778201832813427, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.629730224609375, 'saturated': 0.8845467029704822}, 'skipped': 'thickness saturated for 88% of voxels: a region, not a sheet'}",1,0.083001708984375,2.0,4.0,11,0.0,0.0028408818192114413,0.002
sample_00212,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,33550001,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.18439910888671876,0.051063720703125,0.7645371704101562,3,0.8156008911132813,0.022989185279587633,"{'fraction': 0.051063720703125, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.697360038757324, 'saturated': 0.0}, 'components': {'n_components': 15, 'n_components_ge_min_size': 15, 'largest_component_fraction': 0.16372210827273292, 'fragment_fraction': 0.0, 'median_planarity': 0.0024445573094864764, 'worst_planarity': 0.012779358587710319}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.0035, 'junctions': 14, 'radius': 5}}","{'fraction': 0.7645371704101562, 'border_touch_fraction': 0.024524641476804936, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.796969890594482, 'saturated': 0.9419328419197653}, 'skipped': 'thickness saturated for 94% of voxels: a region, not a sheet'}",1,0.051063720703125,2.0,4.0,15,0.0,0.012779358587710319,0.0035
sample_00218,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,31057778,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.6192726440429688,0.11307235717773438,0.2676549987792969,3,0.3807273559570313,0.049247840236928284,"{'fraction': 0.11307235717773438, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.658129930496216, 'saturated': 0.0}, 'components': {'n_components': 14, 'n_components_ge_min_size': 14, 'largest_component_fraction': 0.0816977967183559, 'fragment_fraction': 0.0, 'median_planarity': 0.004103594521227527, 'worst_planarity': 0.010703972793557998}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.00375, 'junctions': 15, 'radius': 5}}","{'fraction': 0.2676549987792969, 'border_touch_fraction': 0.07005286688279223, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.061039924621582, 'saturated': 0.7308143337925612}, 'skipped': 'thickness saturated for 73% of voxels: a region, not a sheet'}",1,0.11307235717773438,2.0,4.0,14,0.0,0.010703972793557998,0.00375
sample_00223,True,True,"[320, 320, 320]",,uint8,LZW,525417,,"[320, 320, 320]",,uint8,LZW,29104513,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.0987613525390625,0.03075628662109375,0.8704823608398438,3,0.9012386474609375,0.020804700345268632,"{'fraction': 0.03075628662109375, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.6630001068115234, 'saturated': 0.0}, 'components': {'n_components': 4, 'n_components_ge_min_size': 4, 'largest_component_fraction': 0.2805029062671781, 'fragment_fraction': 0.0, 'median_planarity': 0.0008672457277313166, 'worst_planarity': 0.0010190532670332243}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.0015, 'junctions': 6, 'radius': 5}}","{'fraction': 0.8704823608398438, 'border_touch_fraction': 0.02153978166991224, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.899899959564209, 'saturated': 0.9691851757220578}, 'skipped': 'thickness saturated for 97% of voxels: a region, not a sheet'}",1,0.03075628662109375,2.0,4.0,4,0.0,0.0010190532670332243,0.0015
sample_00226,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,31368687,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.3221270446777344,0.1062249755859375,0.5716479797363281,3,0.6778729553222657,0.027660050239186953,"{'fraction': 0.1062249755859375, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 8.0, 'mean': 2.661760091781616, 'saturated': 0.0}, 'components': {'n_components': 17, 'n_components_ge_min_size': 17, 'largest_component_fraction': 0.08600026430857452, 'fragment_fraction': 0.0, 'median_planarity': 0.0010801012604601092, 'worst_planarity': 0.0025486071447166753}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.00125, 'junctions': 5, 'radius': 5}}","{'fraction': 0.5716479797363281, 'border_touch_fraction': 0.032799905999227726, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.5012102127075195, 'saturated': 0.8469383631362796}, 'skipped': 'thickness saturated for 85% of voxels: a region, not a sheet'}",1,0.1062249755859375,2.0,4.0,17,0.0,0.0025486071447166753,0.00125
sample_00227,True,True,"[320, 320, 320]",,uint8,LZW,592281,,"[320, 320, 320]",,uint8,LZW,31551874,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.2118988037109375,0.072426025390625,0.7156751708984375,3,0.7881011962890625,0.0237913609169587,"{'fraction': 0.072426025390625, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 4.0, 'mean': 2.6640799045562744, 'saturated': 0.0}, 'components': {'n_components': 8, 'n_components_ge_min_size': 8, 'largest_component_fraction': 0.1254369524400233, 'fragment_fraction': 0.0, 'median_planarity': 0.0010760215376307506, 'worst_planarity': 0.0018927129015370232}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.00175, 'junctions': 7, 'radius': 5}}","{'fraction': 0.7156751708984375, 'border_touch_fraction': 0.026199036605478156, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.732500076293945, 'saturated': 0.915433825173624}, 'skipped': 'thickness saturated for 92% of voxels: a region, not a sheet'}",1,0.072426025390625,2.0,4.0,8,0.0,0.0018927129015370232,0.00175
sample_00229,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,33576021,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.6640991516113282,0.12003262329101562,0.21586822509765624,3,0.3359008483886719,0.05582004359305553,"{'fraction': 0.12003262329101562, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.707900047302246, 'saturated': 0.0}, 'components': {'n_components': 14, 'n_components_ge_min_size': 14, 'largest_component_fraction': 0.089641360825927, 'fragment_fraction': 0.0, 'median_planarity': 0.005305116561950791, 'worst_planarity': 0.058650178059679405}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.00175, 'junctions': 7, 'radius': 5}}","{'fraction': 0.21586822509765624, 'border_touch_fraction': 0.08685854526073822, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.100240230560303, 'saturated': 0.7554283056504707}, 'skipped': 'thickness saturated for 76% of voxels: a region, not a sheet'}",1,0.12003262329101562,2.0,4.0,14,0.0,0.058650178059679405,0.00175
sample_00231,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,31722931,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.39981683349609376,0.09113211059570313,0.5090510559082031,3,0.6001831665039062,0.031240462989356378,"{'fraction': 0.09113211059570313, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.6707398891448975, 'saturated': 0.0}, 'components': {'n_components': 14, 'n_components_ge_min_size': 14, 'largest_component_fraction': 0.10155256634062428, 'fragment_fraction': 0.0, 'median_planarity': 0.012261269955724623, 'worst_planarity': 0.03377899808005479}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.003, 'junctions': 12, 'radius': 5}}","{'fraction': 0.5090510559082031, 'border_touch_fraction': 0.03683324056080767, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.452789783477783, 'saturated': 0.8338536088512484}, 'skipped': 'thickness saturated for 83% of voxels: a region, not a sheet'}",1,0.09113211059570313,2.0,4.0,14,0.0,0.03377899808005479,0.003
sample_00247,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,34350582,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.47270562744140626,0.06033978271484375,0.46695458984375,3,0.5272943725585938,0.03555888508542061,"{'fraction': 0.06033978271484375, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.7059600353240967, 'saturated': 0.0}, 'components': {'n_components': 13, 'n_components_ge_min_size': 13, 'largest_component_fraction': 0.2038165823223991, 'fragment_fraction': 0.0, 'median_planarity': 0.013314265352090213, 'worst_planarity': 0.18331736625745965}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.0035, 'junctions': 14, 'radius': 5}}","{'fraction': 0.46695458984375, 'border_touch_fraction': 0.040153797409452664, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.465710163116455, 'saturated': 0.8512859933307052}, 'skipped': 'thickness saturated for 85% of voxels: a region, not a sheet'}",1,0.06033978271484375,2.0,4.0,13,0.0,0.18331736625745965,0.0035
sample_00250,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,33676118,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.463377685546875,0.05950628662109375,0.4771160278320313,3,0.536622314453125,0.03494077583990937,"{'fraction': 0.05950628662109375, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.704430103302002, 'saturated': 0.0}, 'components': {'n_components': 8, 'n_components_ge_min_size': 8, 'largest_component_fraction': 0.2004531509788697, 'fragment_fraction': 0.0, 'median_planarity': 0.038306792329449224, 'worst_planarity': 0.060261167614505236}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.002, 'junctions': 8, 'radius': 5}}","{'fraction': 0.4771160278320313, 'border_touch_fraction': 0.03929861691127454, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.7045698165893555, 'saturated': 0.9167440507433157}, 'skipped': 'thickness saturated for 92% of voxels: a region, not a sheet'}",1,0.05950628662109375,2.0,4.0,8,0.0,0.060261167614505236,0.002
sample_00253,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,35288835,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.2727574157714844,0.054642303466796875,0.6726002807617187,3,0.7272425842285156,0.02578231859165763,"{'fraction': 0.054642303466796875, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.6637299060821533, 'saturated': 0.0}, 'components': {'n_components': 6, 'n_components_ge_min_size': 6, 'largest_component_fraction': 0.17010542753246405, 'fragment_fraction': 0.0, 'median_planarity': 0.005406646275714624, 'worst_planarity': 0.01451441643242999}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.00225, 'junctions': 9, 'radius': 5}}","{'fraction': 0.6726002807617187, 'border_touch_fraction': 0.027876883992325508, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.693059921264648, 'saturated': 0.9043755727715076}, 'skipped': 'thickness saturated for 90% of voxels: a region, not a sheet'}",1,0.054642303466796875,2.0,4.0,6,0.0,0.01451441643242999,0.00225
sample_00254,True,True,"[320, 320, 320]",,uint8,LZW,578761,,"[320, 320, 320]",,uint8,LZW,34397605,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.11096978759765624,0.0197432861328125,0.8692869262695313,3,0.8890302124023437,0.021090396859892554,"{'fraction': 0.0197432861328125, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.7531399726867676, 'saturated': 0.0}, 'components': {'n_components': 6, 'n_components_ge_min_size': 6, 'largest_component_fraction': 0.30382812838126094, 'fragment_fraction': 0.0, 'median_planarity': 0.003537580456787339, 'worst_planarity': 0.00905905925612095}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.00425, 'junctions': 17, 'radius': 5}}","{'fraction': 0.8692869262695313, 'border_touch_fraction': 0.021569402959347363, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.919879913330078, 'saturated': 0.977595906082382}, 'skipped': 'thickness saturated for 98% of voxels: a region, not a sheet'}",1,0.0197432861328125,2.0,4.0,6,0.0,0.00905905925612095,0.00425
sample_00255,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,34377416,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.5607068176269532,0.06281552124023437,0.3764776611328125,3,0.4392931823730469,0.042682201209481865,"{'fraction': 0.06281552124023437, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.7788500785827637, 'saturated': 0.0}, 'components': {'n_components': 8, 'n_components_ge_min_size': 8, 'largest_component_fraction': 0.17751206191011296, 'fragment_fraction': 0.0, 'median_planarity': 0.00586982446181639, 'worst_planarity': 0.009484572977849345}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.00125, 'junctions': 5, 'radius': 5}}","{'fraction': 0.3764776611328125, 'border_touch_fraction': 0.0498037518177883, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.469250202178955, 'saturated': 0.8478023608145637}, 'skipped': 'thickness saturated for 85% of voxels: a region, not a sheet'}",1,0.06281552124023437,2.0,4.0,8,0.0,0.009484572977849345,0.00125
sample_00263,True,True,"[320, 320, 320]",,uint8,LZW,644153,,"[320, 320, 320]",,uint8,LZW,31806353,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.2595111999511719,0.06360159301757813,0.67688720703125,3,0.7404888000488281,0.025321112215017455,"{'fraction': 0.06360159301757813, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.662220001220703, 'saturated': 0.0}, 'components': {'n_components': 7, 'n_components_ge_min_size': 7, 'largest_component_fraction': 0.14318191523715068, 'fragment_fraction': 0.0, 'median_planarity': 0.016157192906008044, 'worst_planarity': 0.021278515450293915}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.0025, 'junctions': 10, 'radius': 5}}","{'fraction': 0.67688720703125, 'border_touch_fraction': 0.027700331466205957, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.819769859313965, 'saturated': 0.9456755201927481}, 'skipped': 'thickness saturated for 95% of voxels: a region, not a sheet'}",1,0.06360159301757813,2.0,4.0,7,0.0,0.021278515450293915,0.0025
sample_00272,True,True,"[320, 320, 320]",,uint8,LZW,1125225,,"[320, 320, 320]",,uint8,LZW,36808372,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.42637216186523436,0.05606240844726563,0.5175654296875,3,0.5736278381347656,0.03268669815776088,"{'fraction': 0.05606240844726563, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.670520067214966, 'saturated': 0.0}, 'components': {'n_components': 8, 'n_components_ge_min_size': 8, 'largest_component_fraction': 0.16535233332952287, 'fragment_fraction': 0.0, 'median_planarity': 0.0080990615559015, 'worst_planarity': 0.026961453067928364}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.00325, 'junctions': 13, 'radius': 5}}","{'fraction': 0.5175654296875, 'border_touch_fraction': 0.03622730368858104, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.720789909362793, 'saturated': 0.9236660521861857}, 'skipped': 'thickness saturated for 92% of voxels: a region, not a sheet'}",1,0.05606240844726563,2.0,4.0,8,0.0,0.026961453067928364,0.00325
sample_00273,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,32670556,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.5476996765136719,0.07200225830078125,0.3802980651855469,3,0.45230032348632815,0.041454756997463794,"{'fraction': 0.07200225830078125, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 4.0, 'mean': 2.6851999759674072, 'saturated': 0.0}, 'components': {'n_components': 10, 'n_components_ge_min_size': 10, 'largest_component_fraction': 0.13156605364991503, 'fragment_fraction': 0.0, 'median_planarity': 0.008818976252529215, 'worst_planarity': 0.01844310248964207}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.003, 'junctions': 12, 'radius': 5}}","{'fraction': 0.3802980651855469, 'border_touch_fraction': 0.04930343253482476, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.567200183868408, 'saturated': 0.8826698675379507}, 'skipped': 'thickness saturated for 88% of voxels: a region, not a sheet'}",1,0.07200225830078125,2.0,4.0,10,0.0,0.01844310248964207,0.003
sample_00285,True,True,"[320, 320, 320]",,uint8,LZW,687209,,"[320, 320, 320]",,uint8,LZW,35314326,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.12005233764648438,0.021786712646484376,0.8581609497070313,3,0.8799476623535156,0.021308085471641675,"{'fraction': 0.021786712646484376, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.7427399158477783, 'saturated': 0.0}, 'components': {'n_components': 3, 'n_components_ge_min_size': 3, 'largest_component_fraction': 0.38158331547386426, 'fragment_fraction': 0.0, 'median_planarity': 0.0171567322760924, 'worst_planarity': 0.01794568084770282}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.0035, 'junctions': 14, 'radius': 5}}","{'fraction': 0.8581609497070313, 'border_touch_fraction': 0.02184904825417783, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.904009819030762, 'saturated': 0.9706572331693872}, 'skipped': 'thickness saturated for 97% of voxels: a region, not a sheet'}",1,0.021786712646484376,2.0,4.0,3,0.0,0.01794568084770282,0.0035
sample_00289,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,34284399,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.30717877197265625,0.06248297119140625,0.6303382568359375,3,0.6928212280273438,0.02706325851675548,"{'fraction': 0.06248297119140625, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.696769952774048, 'saturated': 0.0}, 'components': {'n_components': 13, 'n_components_ge_min_size': 13, 'largest_component_fraction': 0.1506631201274566, 'fragment_fraction': 0.0, 'median_planarity': 0.003959711036165014, 'worst_planarity': 0.009549103325151426}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.0025, 'junctions': 10, 'radius': 5}}","{'fraction': 0.6303382568359375, 'border_touch_fraction': 0.029745933705686838, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.633999824523926, 'saturated': 0.8898208485298711}, 'skipped': 'thickness saturated for 89% of voxels: a region, not a sheet'}",1,0.06248297119140625,2.0,4.0,13,0.0,0.009549103325151426,0.0025
sample_00290,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,36592499,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.529772705078125,0.06568191528320312,0.4045453796386719,3,0.470227294921875,0.039874333545684926,"{'fraction': 0.06568191528320312, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.720789909362793, 'saturated': 0.0}, 'components': {'n_components': 13, 'n_components_ge_min_size': 13, 'largest_component_fraction': 0.1517670918776266, 'fragment_fraction': 0.0, 'median_planarity': 0.0069316107697286345, 'worst_planarity': 0.018511484591474094}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.0035, 'junctions': 14, 'radius': 5}}","{'fraction': 0.4045453796386719, 'border_touch_fraction': 0.046348323188728426, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.600289821624756, 'saturated': 0.8912560010856854}, 'skipped': 'thickness saturated for 89% of voxels: a region, not a sheet'}",1,0.06568191528320312,2.0,4.0,13,0.0,0.018511484591474094,0.0035
sample_00297,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,36412466,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.44129415893554685,0.0658409423828125,0.49286489868164063,3,0.5587058410644531,0.033559699258338294,"{'fraction': 0.0658409423828125, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.7049899101257324, 'saturated': 0.0}, 'components': {'n_components': 12, 'n_components_ge_min_size': 12, 'largest_component_fraction': 0.15024454501463747, 'fragment_fraction': 0.0, 'median_planarity': 0.013107257345796153, 'worst_planarity': 0.03698171158794642}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.00275, 'junctions': 11, 'radius': 5}}","{'fraction': 0.49286489868164063, 'border_touch_fraction': 0.03804287960078753, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.53439998626709, 'saturated': 0.8645352747090329}, 'skipped': 'thickness saturated for 86% of voxels: a region, not a sheet'}",1,0.0658409423828125,2.0,4.0,12,0.0,0.03698171158794642,0.00275
sample_00303,True,True,"[320, 320, 320]",,uint8,LZW,845097,,"[320, 320, 320]",,uint8,LZW,35187460,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.2884259948730469,0.036440185546875,0.6751338195800781,3,0.7115740051269531,0.026350035084059573,"{'fraction': 0.036440185546875, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.736330032348633, 'saturated': 0.0}, 'components': {'n_components': 8, 'n_components_ge_min_size': 8, 'largest_component_fraction': 0.25064317729584146, 'fragment_fraction': 0.0, 'median_planarity': 0.010545131420291325, 'worst_planarity': 0.04290846649955569}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.00575, 'junctions': 23, 'radius': 5}}","{'fraction': 0.6751338195800781, 'border_touch_fraction': 0.02777227189072262, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.838970184326172, 'saturated': 0.9542428767444967}, 'skipped': 'thickness saturated for 95% of voxels: a region, not a sheet'}",1,0.036440185546875,2.0,4.0,8,0.0,0.04290846649955569,0.00575
sample_00306,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,36048092,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.462869384765625,0.087376220703125,0.44975439453125,3,0.537130615234375,0.03490771046781332,"{'fraction': 0.087376220703125, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.6665000915527344, 'saturated': 0.0}, 'components': {'n_components': 10, 'n_components_ge_min_size': 10, 'largest_component_fraction': 0.10532407730802223, 'fragment_fraction': 0.0, 'median_planarity': 0.003313357292665951, 'worst_planarity': 0.005358288193072504}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.0035, 'junctions': 14, 'radius': 5}}","{'fraction': 0.44975439453125, 'border_touch_fraction': 0.04168942033249484, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.642399787902832, 'saturated': 0.9005727002693528}, 'skipped': 'thickness saturated for 90% of voxels: a region, not a sheet'}",1,0.087376220703125,2.0,4.0,10,0.0,0.005358288193072504,0.0035
sample_00307,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,33551412,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.3041946716308594,0.046333587646484375,0.6494717407226562,3,0.6958053283691407,0.02694719231878704,"{'fraction': 0.046333587646484375, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.6839399337768555, 'saturated': 0.0}, 'components': {'n_components': 7, 'n_components_ge_min_size': 7, 'largest_component_fraction': 0.1963584605788604, 'fragment_fraction': 0.0, 'median_planarity': 0.005913311623536742, 'worst_planarity': 0.007426081949488282}, 'junctions': {'n_samples': 4000, 'junction_fraction': 0.00225, 'junctions': 9, 'radius': 5}}","{'fraction': 0.6494717407226562, 'border_touch_fraction': 0.028869616373357818, 'thickness': {'median': 8.0, 'p95': 8.0, 'max': 8.0, 'mean': 7.710149765014648, 'saturated': 0.9150832938239978}, 'skipped': 'thickness saturated for 92% of voxels: a region, not a sheet'}",1,0.046333587646484375,2.0,4.0,7,0.0,0.007426081949488282,0.00225
