name,surface_class,orient_class,surface_voxels,surface_fraction,hf_energy,hf_energy_norm,dynamic_range,intensity_p50,n_samples,polarity,oriented,search_radius,noise_sigma,global_peak_offset,global_peak_offset_raw,global_peak_ci95,global_peak_ci95_width,global_offset_reliable,noise_estimate_failed,global_profile_contrast,global_profile_snr,n_cells,n_cells_considered,cell_frac_unresolved,cell_frac_low_snr,cell_size,neighbour_ridge_pos,neighbour_ridge_neg,winding_spacing,dominant_ridge_at,recommended_radius,cell_offset_median,cell_offset_mean,cell_abs_offset_median,cell_abs_offset_p90,cell_frac_ge_1vx,cell_frac_ge_2vx,cell_offset_worst,cell_snr_median,cell_voxels_median,naive_mean_signed_offset,naive_median_abs_offset,naive_frac_offset_ge_1vx,naive_median_prominence_snr,naive_frac_flat_support,overlay_png,drift_png
s1_z11840_y3520_x3520,1,,4726822,0.1750674814814815,9.574317932128906,0.060596950352191925,158.0,113.0,34434,bright,False,12.275,4.934085845947266,3.0542354583740234,3.0542354583740234,"[2.9537405014038085, 3.1443682670593263]",0.19062776565551776,True,False,26.194557189941406,5.308897738667632,80,82,0.024390243902439025,0.0,64,24.5,-19.5,19.5,3.5,12.275,2.761903762817383,2.498116821050644,3.0645289421081543,6.85802822113038,0.875,0.7375,-10.585453033447266,122.35517473474174,348.5,0.838224327062212,2.462956991046667,0.7914522852743456,13.46144962310791,0.07795,,
s1_z11840_y3840_x3840,1,,3266859,0.12099477777777778,10.049880981445312,0.06090836971998215,165.0,112.0,33145,bright,False,16.0,5.4298787117004395,3.8917884826660156,3.8917884826660156,"[3.764888143539429, 3.999037265777588]",0.2341491222381591,True,False,37.37031555175781,6.882348121557728,76,76,0.0,0.0,64,32.0,-27.0,27.0,4.5,16.0,3.495020866394043,3.534193377745779,3.6919469833374023,8.300142288208008,0.8947368421052632,0.8289473684210527,-11.123287200927734,181.6169494870606,353.0,-0.9370885031665852,2.5080526997335255,0.7945664309639002,14.029928207397461,0.06155,,
s1_z11840_y4480_x3200,1,,4554323,0.16867862962962962,13.123730659484863,0.06980707496404648,188.0,106.0,34767,bright,False,13.625,6.865604400634766,3.322805404663086,3.322805404663086,"[3.1842294692993165, 3.461808109283447]",0.2775786399841307,True,False,30.33990478515625,4.419116368305629,88,88,0.0,0.0,64,26.0,-22.5,22.5,3.5,13.625,2.956639289855957,2.8613040176304905,3.2281932830810547,6.1899279117584225,0.8636363636363636,0.7272727272727273,7.886781692504883,102.9568549445356,310.0,0.7758467665698041,2.5044708135537803,0.7960999480981686,12.791030883789062,0.08565,,
s1_z11840_y4800_x2880,1,,4351802,0.16117785185185185,15.456026077270508,0.07188849151134491,215.0,102.0,33989,bright,False,14.85,7.834024906158447,3.7984275817871094,3.7984275817871094,"[3.6730135917663573, 3.926974821090698]",0.25396122932434073,True,False,38.14080810546875,4.868609503077489,78,78,0.0,0.0,64,26.5,-23.0,23.0,4.5,14.85,3.7027196884155273,3.051913402019403,4.094331741333008,7.651847219467163,0.8974358974358975,0.7948717948717948,-14.010456085205078,117.86593321014941,329.0,0.9667171064906415,2.544843092560768,0.7994959184441184,13.22856330871582,0.08625,,
s1_z12160_y3200_x2560,1,,4717442,0.17472007407407408,14.821381568908691,0.07265383005142212,204.0,105.0,35516,bright,False,11.9,8.025842666625977,1.8543729782104492,1.8543729782104492,"[1.7817169666290282, 1.9187680244445802]",0.13705105781555194,True,False,43.398277282714844,5.407317223296536,91,91,0.0,0.0,64,22.0,-23.0,22.0,2.0,11.9,1.8990421295166016,1.7923242443210476,1.9319725036621094,3.935105323791504,0.7252747252747253,0.4945054945054945,-10.0164794921875,117.26793427179237,305.0,-0.7543512104128707,2.1995409205555916,0.7605652230799425,12.486328125,0.07875,,
s1_z12160_y3200_x2880,1,,5263548,0.19494622222222222,13.375722885131836,0.07002995908260345,191.0,117.0,35706,bright,False,10.775,7.2032084465026855,1.813908576965332,1.813908576965332,"[1.7416227340698243, 1.8750582933425903]",0.13343555927276607,True,False,39.18682098388672,5.440189781390093,85,85,0.0,0.0,64,30.0,-19.5,19.5,2.0,10.775,1.7587099075317383,2.0771080578074734,1.7587099075317383,3.8469425201416025,0.7647058823529411,0.4235294117647059,8.551385879516602,121.50663161790223,351.0,0.7639627851403916,2.224483977071941,0.7610470215206099,12.342833518981934,0.079125,,
s1_z12160_y3520_x3520,1,,4407680,0.1632474074074074,9.675982475280762,0.060099270194768906,161.0,109.0,34594,bright,False,13.9,4.892307281494141,3.4857540130615234,3.4857540130615234,"[3.3806078910827635, 3.5739148616790772]",0.19330697059631374,True,False,31.799346923828125,6.499867055389949,85,86,0.011627906976744186,0.0,64,27.5,-22.0,22.0,4.0,13.9,3.3682918548583984,3.661970463921042,3.7172412872314453,8.38404655456543,0.9294117647058824,0.7647058823529411,11.134908676147461,143.8553314639954,347.0,-0.9873019560930487,2.4224220886826515,0.7880116406515741,14.563642501831055,0.067575,,
s1_z12160_y4480_x3200,1,,4938232,0.1828974814814815,13.267019271850586,0.07289571315050125,182.0,124.0,35331,bright,False,12.625,7.398227214813232,2.56439208984375,2.56439208984375,"[2.4851093769073485, 2.6370957851409913]",0.15198640823364284,True,False,37.35523223876953,5.049213974392994,95,96,0.010416666666666666,0.0,64,28.5,-22.5,22.5,2.5,12.625,2.3982810974121094,2.4941522397493063,2.5554752349853516,6.714956665039065,0.7894736842105263,0.6,10.487360000610352,113.10273501602789,298.0,-0.8794968001882151,2.4081573337316513,0.7801288936627282,11.326064109802246,0.080025,,
s1_z12160_y4800_x2560,1,,4448908,0.16477437037037038,16.808177947998047,0.0740448385477066,227.0,111.0,33341,bright,False,15.825000000000001,8.905109405517578,2.639298439025879,2.639298439025879,"[2.5574178218841555, 2.7162735939025877]",0.15885577201843226,True,False,56.383995056152344,6.331645405862953,82,82,0.0,0.0,64,35.5,-28.5,28.5,3.0,15.825000000000001,2.6202869415283203,2.756899717377453,2.6202869415283203,4.894473075866699,0.8536585365853658,0.6585365853658537,10.431857109069824,129.3805069221111,323.5,-0.9781529737493216,2.309480704367161,0.7689168508757014,12.724897384643555,0.063825,,
s1_z12160_y4800_x2880,1,,3371115,0.12485611111111111,14.642032623291016,0.07039438933134079,208.0,101.0,32374,bright,False,16.0,8.008502006530762,4.361927032470703,4.361927032470703,"[4.256655216217041, 4.473248815536499]",0.21659359931945765,True,False,58.800514221191406,7.342261283476092,87,87,0.0,0.0,64,,-32.0,32.0,5.0,16.0,4.419931411743164,4.655080630861479,4.419931411743164,8.023472213745118,0.9540229885057471,0.8390804597701149,12.73057746887207,152.87155160392274,299.0,1.4671735498327803,2.616130366921425,0.803433895630612,13.161422729492188,0.069325,,
s1_z12160_y5120_x2880,1,,3338359,0.12364292592592592,13.678707122802734,0.0621759407222271,220.0,99.0,33064,bright,False,13.625,7.333956241607666,3.6903820037841797,3.6903820037841797,"[3.615868091583252, 3.7768516540527344]",0.16098356246948242,True,False,69.95245361328125,9.538160756457836,83,83,0.0,0.0,64,28.0,-22.5,22.5,3.5,13.625,3.576690673828125,3.747028385300234,3.576690673828125,6.460358428955077,0.963855421686747,0.8192771084337349,10.115976333618164,194.4320486305893,317.0,1.4651857315818597,2.4947690728586167,0.7925821187731129,15.974802017211914,0.05685,,
s1_z12160_y5120_x3200,1,,4082638,0.15120881481481482,14.13253402709961,0.06961839646100998,203.0,101.0,33764,bright,False,13.175,7.597052574157715,3.0551252365112305,3.0551252365112305,"[2.924341106414795, 3.199425792694092]",0.27508468627929705,True,False,32.10624694824219,4.226145157591174,85,85,0.0,0.0,64,28.5,-21.5,21.5,3.5,13.175,3.071934700012207,2.7965863452238193,3.3653478622436523,6.619266700744631,0.8235294117647058,0.6941176470588235,11.004096031188965,109.22837996961368,312.0,0.7687985215181703,2.4925425881519914,0.7915480779623159,12.783720016479492,0.0979,,
s1_z12480_y3520_x3200,1,,4511497,0.16709248148148148,12.403511047363281,0.06632893532514572,187.0,111.0,34859,bright,False,11.9,6.127208709716797,1.9871940612792969,1.9871940612792969,"[1.9211923837661744, 2.0567498445510863]",0.13555746078491193,True,False,43.223594665527344,7.054369569128838,85,85,0.0,0.0,64,22.0,-22.0,22.0,2.0,11.9,1.9125967025756836,2.078569849799661,1.948033332824707,3.9154907226562505,0.8,0.47058823529411764,8.629165649414062,146.36218118630376,340.0,-0.7425242715906565,2.209293160587549,0.7627281460134486,14.845256805419922,0.0486,,
s1_z12480_y3520_x3520,1,,3815207,0.14130396296296296,10.635316848754883,0.06330545991659164,168.0,109.0,35052,bright,False,11.875,5.318914413452148,3.552382469177246,3.552382469177246,"[3.3740031242370607, 3.7809707880020142]",0.4069676637649535,True,False,18.26690673828125,3.4343298873322974,73,75,0.02666666666666667,0.0,64,17.5,-22.5,17.5,4.0,11.875,2.822800636291504,2.6166092990195913,3.4693784713745117,7.4215953826904295,0.8767123287671232,0.726027397260274,9.899152755737305,101.79239286421128,374.0,-0.5654064130758923,2.5225920006632805,0.7944553996056142,13.225482940673828,0.079775,,
s1_z12480_y3840_x2240,1,,4498035,0.1665938888888889,16.69708251953125,0.07839006185531616,213.0,113.0,35000,bright,False,13.700000000000001,8.344420433044434,1.9540252685546875,1.9540252685546875,"[1.8972179174423218, 2.0051105260849]",0.10789260864257799,True,False,64.24284362792969,7.698898221082432,92,92,0.0,0.0,64,30.5,-26.0,26.0,2.0,13.700000000000001,2.0908613204956055,2.2579914694247036,2.0908613204956055,4.09421558380127,0.8043478260869565,0.5108695652173914,7.3783464431762695,161.44271734529678,331.5,0.8732755188110642,2.0936110988259315,0.7461118385335165,14.001602172851562,0.041025,,
s1_z12480_y4160_x2240,1,,4700274,0.17408422222222222,16.93727684020996,0.07841331511735916,216.0,131.0,34755,bright,False,12.725,8.598767280578613,3.0507965087890625,3.0507965087890625,"[2.975133013725281, 3.124940609931946]",0.14980759620666495,True,False,58.22655487060547,6.771500259358966,82,82,0.0,0.0,64,33.0,-20.5,20.5,3.5,12.725,3.0470871925354004,3.149758187735953,3.0470871925354004,5.797375106811527,0.9146341463414634,0.7682926829268293,7.421337127685547,140.96874214911068,331.0,-1.2511173884593298,2.3607351183891296,0.7747505093407921,12.457313537597656,0.06015,,
s1_z12480_y4480_x2240,1,,5195912,0.1924411851851852,17.09442710876465,0.07877615839242935,217.0,137.0,34792,bright,False,13.4,8.706185340881348,2.8693809509277344,2.8693809509277344,"[2.7807179927825927, 2.9426636695861816]",0.16194567680358896,True,False,48.9957275390625,5.627691764037561,87,87,0.0,0.0,64,29.0,-22.0,22.0,3.5,13.4,2.8566322326660156,2.8786949892153686,2.9198532104492188,5.705860900878907,0.896551724137931,0.735632183908046,9.259845733642578,118.19836796468856,331.0,1.042592242717526,2.356889247894287,0.7742673833882434,11.297539710998535,0.079525,,
s1_z12480_y4480_x3520,1,,4502240,0.16674962962962964,12.575918197631836,0.06725089997053146,187.0,109.0,33740,bright,False,15.200000000000001,6.2969889640808105,3.2829599380493164,3.2829599380493164,"[3.180909824371338, 3.37543158531189]",0.19452176094055185,True,False,39.644805908203125,6.295835380106973,87,87,0.0,0.0,64,29.5,-26.0,26.0,3.5,15.200000000000001,2.758479118347168,2.7828292298591,3.242304801940918,6.434739494323733,0.9195402298850575,0.7701149425287356,14.546065330505371,136.22114167865573,328.0,1.0093756939665413,2.4966452959924936,0.7892560497644817,14.110025405883789,0.07105,,
s1_z12480_y4800_x2560,1,,4111250,0.15226851851851853,17.624263763427734,0.07696185261011124,229.0,115.0,33235,bright,False,16.0,8.674237251281738,3.084949493408203,3.084949493408203,"[2.998987579345703, 3.1602439880371094]",0.16125640869140634,True,False,53.588134765625,6.177849788199719,86,86,0.0,0.0,64,32.5,-30.0,30.0,3.5,16.0,2.746000289916992,3.353047404178353,2.8323793411254883,6.615241050720215,0.9186046511627907,0.7209302325581395,11.11056137084961,137.1450634355518,301.5,1.0995633110261536,2.4329077787697315,0.7846928149947935,12.95970344543457,0.065125,,
s1_z12480_y4800_x3200,1,,4642135,0.17193092592592593,13.722634315490723,0.07110173255205154,193.0,116.0,34279,bright,False,13.85,6.978367328643799,3.0697898864746094,3.0697898864746094,"[2.9954652309417726, 3.1392385959625244]",0.14377336502075178,True,False,52.74535369873047,7.558408896337245,90,90,0.0,0.0,64,32.0,-23.0,23.0,3.5,13.85,3.0343828201293945,3.1931856155395506,3.0343828201293945,5.6304628372192385,0.9444444444444444,0.7555555555555555,6.969724655151367,156.28913826167448,308.0,-1.1629220464445458,2.3973251208662987,0.7831662633944003,13.980231285095215,0.0582,,
s1_z12480_y5120_x2880,1,,3309633,0.122579,13.93193531036377,0.06304042786359787,221.0,98.0,32411,bright,False,15.700000000000001,6.709474086761475,3.5526113510131836,3.5526113510131836,"[3.473995065689087, 3.6427710533142093]",0.16877598762512225,True,False,73.1214828491211,10.898243573724768,79,79,0.0,0.0,64,26.0,-32.5,26.0,4.0,15.700000000000001,3.646063804626465,3.720919150340406,3.646063804626465,6.572616767883301,0.9493670886075949,0.810126582278481,7.535927772521973,228.4164428913238,351.0,1.458273963194136,2.4002654254436493,0.784371024856465,18.594295501708984,0.03265,,
s1_z12480_y5120_x3200,1,,3690755,0.13669462962962964,12.995369911193848,0.063702791929245,204.0,100.0,34843,bright,False,12.85,6.390516757965088,2.284212112426758,2.284212112426758,"[2.2164180517196654, 2.366773319244385]",0.1503552675247195,True,False,52.776519775390625,8.258568402877655,75,75,0.0,0.0,64,26.5,-23.0,23.0,2.5,12.85,2.1613712310791016,2.486750233968099,2.1613712310791016,5.082692337036134,0.8666666666666667,0.5466666666666666,7.292736053466797,194.95736005664213,403.0,-0.8527574688427174,2.263026935979724,0.7657428197995911,16.609397888183594,0.04915,,
s1_z1344_y1728_x4224,1,,836601,0.16441182065730062,10.35191822052002,0.06236095353960991,166.0,125.0,27761,bright,False,16.0,5.738819599151611,4.796794891357422,4.796794891357422,"[4.7235616683959964, 4.861789321899414]",0.13822765350341726,True,False,45.61615753173828,7.948700380559422,26,26,0.0,0.0,64,23.5,-24.0,23.5,5.5,16.0,4.997426986694336,4.638179558974046,4.997426986694336,6.666312217712402,0.9615384615384616,0.9230769230769231,13.308271408081055,282.3366032616398,955.5,-0.5342740997311681,2.5593141838908195,0.8003216295899223,12.454065322875977,0.067875,,
s1_z1344_y1728_x4416,1,,929138,0.1825975228596224,12.129790306091309,0.06417878717184067,189.0,118.0,30890,bright,False,12.450000000000001,6.206882953643799,3.1301822662353516,3.1301822662353516,"[3.0561687469482424, 3.197733759880066]",0.14156501293182355,True,False,51.6884765625,8.32760613475978,26,27,0.037037037037037035,0.0,64,25.0,-21.0,21.0,3.0,12.450000000000001,2.6640992164611816,3.3114712054912863,2.6640992164611816,7.283376693725586,0.8076923076923077,0.6923076923076923,7.6005144119262695,356.289271194021,1161.0,1.273308002335819,2.4055789783596992,0.7859683866945392,15.060073852539062,0.047175,,
s1_z1344_y1920_x3456,1,,1474028,0.28968125448073756,11.636670112609863,0.0709553062915802,164.0,143.0,34105,bright,False,8.125,6.325668811798096,1.9258337020874023,1.9258337020874023,"[1.8468284130096435, 2.0054925680160522]",0.15866415500640874,True,False,13.751388549804688,2.173902706407388,27,27,0.0,0.0,64,12.5,-14.0,12.5,2.5,8.125,1.2980613708496094,1.2666910842612937,1.343484878540039,3.8945960998535156,0.7037037037037037,0.4074074074074074,4.327939987182617,143.56913454401825,1200.0,-0.41076167839368916,2.41440037637949,0.7818682694715753,8.443687438964844,0.1311,,
s1_z1344_y1920_x4416,1,,809104,0.1590080118731684,15.165807723999023,0.06988851726055145,217.0,105.0,31409,bright,False,11.65,7.338797569274902,3.517152786254883,3.517152786254883,"[3.447056031227112, 3.5803473472595213]",0.1332913160324094,True,False,66.73017883300781,9.092794589727452,27,27,0.0,0.0,64,17.0,-19.0,17.0,4.0,11.65,3.0390281677246094,3.4467539257473416,3.0390281677246094,5.941368484497071,0.9629629629629629,0.7777777777777778,8.20059585571289,314.21808604770325,887.0,-1.2163753067888037,2.542528949677944,0.8023170604040898,16.20561981201172,0.047975,,
s1_z1344_y2112_x3072,1,,1345972,0.2645152313632762,11.243927955627441,0.0681450143456459,165.0,138.0,35097,bright,False,7.3500000000000005,6.143460273742676,2.126796245574951,2.126796245574951,"[2.03329713344574, 2.2269294023513795]",0.19363226890563956,True,False,19.722457885742188,3.210317476949682,26,27,0.037037037037037035,0.0,64,13.0,-13.5,13.0,1.5,7.3500000000000005,2.022949695587158,2.1423239707946777,2.022949695587158,5.117194652557373,0.7692307692307693,0.5,6.355108737945557,122.46223459072598,1254.0,0.6357195676268006,2.3849669247865677,0.7760601863981734,9.466910362243652,0.11095,,
s1_z1344_y2112_x4608,1,,787557,0.15477351836945175,13.476773262023926,0.06772247701883316,199.0,105.0,31176,bright,False,12.65,6.7329816818237305,4.648977279663086,4.648977279663086,"[4.59629979133606, 4.703241062164307]",0.10694127082824689,True,False,64.77474212646484,9.620513642763932,27,27,0.0,0.0,64,17.0,-18.5,17.0,5.0,12.65,4.63970947265625,4.690486731352629,4.63970947265625,6.71538314819336,0.9629629629629629,0.9259259259259259,7.268575668334961,383.66373792810293,1095.0,1.9615300289495758,2.9403839260339737,0.8428037828816657,15.170085906982422,0.054625,,
s1_z1344_y2112_x4800,1,,793300,0.15590215326952345,13.84445571899414,0.06499744206666946,213.0,101.0,32692,bright,False,11.625,6.703037738800049,1.4879026412963867,1.4879026412963867,"[1.4256941556930542, 1.5574296951293947]",0.13173553943634042,True,False,51.828025817871094,7.732020590883491,27,27,0.0,0.0,64,31.0,-22.5,22.5,1.5,11.625,1.5326662063598633,1.9892541390878182,1.619375228881836,4.864396476745609,0.7037037037037037,0.4074074074074074,11.111085891723633,320.63836142266024,1003.0,-0.7689262163677617,2.1588168516755104,0.7546922598185332,16.05657958984375,0.0373,,
s1_z1344_y2112_x4992,1,,517802,0.10176030097978794,11.021442413330078,0.06089194864034653,181.0,101.0,28151,bright,False,16.0,5.849801063537598,9.861604690551758,9.861604690551758,"[9.72916512489319, 9.978329420089722]",0.2491642951965325,True,False,52.19383239746094,8.922326046742064,26,26,0.0,0.0,64,,-47.5,47.5,11.0,16.0,6.988258361816406,5.993822171137883,6.988258361816406,12.161293983459473,0.9615384615384616,0.8461538461538461,13.217622756958008,381.4756961501222,899.5,0.7136909647040034,2.62628336250782,0.8024685935166477,14.516397476196289,0.08415,/workspace/findings/d059_align/overlays/s1_z1344_y2112_x4992_overlay.png,/workspace/findings/d059_align/overlays/s1_z1344_y2112_x4992_drift.png
s1_z1344_y2304_x2688,1,,641349,0.12604019929062849,10.920758247375488,0.06169920042157173,177.0,101.0,30111,bright,False,14.85,5.759960651397705,4.426998138427734,4.426998138427734,"[4.303222274780273, 4.57973198890686]",0.2765097141265871,True,False,48.935882568359375,8.495870984202757,26,26,0.0,0.0,64,23.0,-23.5,23.0,4.5,14.85,3.460055351257324,3.570007507617657,3.460055351257324,7.761683464050293,0.9230769230769231,0.8076923076923077,9.436763763427734,371.8265499302223,1141.0,0.9521449922000446,2.544642858207226,0.797885351323628,15.438469886779785,0.0785,,
s1_z1344_y2304_x2880,1,,565302,0.11109517086545839,9.354297637939453,0.054071083664894104,173.0,98.0,29070,bright,False,16.0,5.165679931640625,5.679868698120117,5.679868698120117,"[5.619527292251587, 5.734279823303223]",0.11475253105163574,True,False,65.60355377197266,12.699887457242614,25,25,0.0,0.0,64,27.0,-23.0,23.0,6.0,16.0,5.826259613037109,5.73126449584961,5.826259613037109,8.053834915161135,1.0,0.88,9.74697494506836,536.7524413189701,1088.0,-1.9512482358889518,3.042357809841633,0.8451265229615745,17.759963989257812,0.07295,,
s1_z1344_y2304_x4608,1,,619442,0.1217349572993573,11.423784255981445,0.06108975410461426,187.0,97.0,30631,bright,False,16.0,5.966285228729248,5.968223571777344,5.968223571777344,"[5.8978630065917965, 6.03717532157898]",0.13931231498718333,True,False,72.35002136230469,12.126477127496372,26,26,0.0,0.0,64,34.5,-30.5,30.5,6.0,16.0,5.504060745239258,4.9647291623629055,5.504060745239258,8.737903594970703,0.9230769230769231,0.8461538461538461,9.384077072143555,513.44665859507,1215.0,-1.626568434354844,3.014203931670636,0.8473360655737705,18.165042877197266,0.04505,,
s1_z1344_y2304_x4800,1,,700068,0.13757986718150603,12.066120147705078,0.061561837792396545,196.0,98.0,31016,bright,False,13.225,6.1272454261779785,3.5202770233154297,3.5202770233154297,"[3.4415895462036135, 3.5947911739349365]",0.15320162773132306,True,False,67.50004577636719,11.016377031019633,27,27,0.0,0.0,64,,-20.5,20.5,4.0,13.225,3.0981273651123047,3.298703193664551,3.0981273651123047,6.399637222290041,0.8888888888888888,0.6296296296296297,9.28962516784668,445.8198449134478,1250.0,-0.5092223634938305,2.469045100733638,0.7927039861850625,18.01968765258789,0.045925,,
s1_z1344_y2304_x4992,1,,650013,0.12774287955777477,11.817619323730469,0.060603175312280655,195.0,102.0,31191,bright,False,16.0,6.083374500274658,6.279541015625,6.279541015625,"[6.204798460006714, 6.360154914855957]",0.155356454849243,True,False,65.19279479980469,10.716551282000031,27,27,0.0,0.0,64,26.0,-27.5,26.0,7.0,16.0,6.574007034301758,5.309564590454102,6.799848556518555,9.445748901367189,1.0,0.9629629629629629,10.655744552612305,452.830980063604,1020.0,0.41806601398948706,2.7371101938188076,0.8133147922822875,16.829547882080078,0.056125,,
s1_z1344_y2496_x2688,1,,742731,0.1459641525274504,11.504356384277344,0.06536566466093063,176.0,106.0,31219,bright,False,13.3,5.968784809112549,2.587442398071289,2.587442398071289,"[2.5476873397827147, 2.6243765354156494]",0.07668919563293475,True,False,72.29840087890625,12.112750449392683,27,27,0.0,0.0,64,25.5,-24.0,24.0,2.5,13.3,2.711258888244629,3.3617823212235063,2.711258888244629,5.862518119812013,1.0,0.7407407407407407,9.52582836151123,390.2487545741614,1069.0,0.15138817284235934,2.376552287489176,0.7775983463600543,16.81597900390625,0.037875,,
s1_z1344_y2496_x2880,1,,737834,0.14500177657313193,10.146040916442871,0.06075473502278328,167.0,102.0,30426,bright,False,16.0,5.4421515464782715,6.570009231567383,6.570009231567383,"[6.501923990249634, 6.639232110977173]",0.13730812072753906,True,False,63.06939697265625,11.589055621479295,26,26,0.0,0.0,64,24.5,-26.5,24.5,6.5,16.0,6.411866188049316,6.213358512291541,6.411866188049316,8.383456230163574,1.0,1.0,8.836843490600586,425.8960032138342,1112.5,-1.8753912126525434,3.0003114254577667,0.8365079365079365,15.934972763061523,0.0769,,
s1_z1344_y2496_x4608,1,,648899,0.12752395229350874,9.766971588134766,0.05919376760721207,165.0,103.0,27951,bright,False,16.0,5.45526123046875,6.914400100708008,6.914400100708008,"[6.828765201568603, 6.999507999420166]",0.17074279785156232,True,False,53.371620178222656,9.78351318542387,26,27,0.037037037037037035,0.0,64,,-28.5,28.5,7.0,16.0,6.0851030349731445,6.307237148284912,6.0851030349731445,9.71136474609375,0.9615384615384616,0.9615384615384616,11.954734802246094,373.7164978040263,939.5,-0.5644277713467227,3.0830647945404053,0.8463281288479535,13.104063987731934,0.106125,,
s1_z1344_y2496_x4800,1,,641651,0.1260995494107437,11.497415542602539,0.06148350611329079,187.0,100.0,30904,bright,False,16.0,5.965170860290527,5.974946975708008,5.974946975708008,"[5.899206447601318, 6.04799165725708]",0.14878520965576225,True,False,72.55660247802734,12.1633737201106,26,26,0.0,0.0,64,37.5,-27.0,27.0,5.5,16.0,6.285480499267578,6.085762610802283,6.285480499267578,8.208925247192383,1.0,1.0,13.292533874511719,463.23210689990185,965.5,-0.2456119070237026,2.9131670519709587,0.8274048871017631,16.738468170166016,0.075725,,
s1_z1344_y2496_x4992,1,,655096,0.1287418088973298,12.167948722839355,0.062721386551857,194.0,102.0,30878,bright,False,16.0,6.239216327667236,4.907918930053711,4.907918930053711,"[4.8210235118865965, 5.01995062828064]",0.19892711639404315,True,False,63.90751647949219,10.242875566936208,27,27,0.0,0.0,64,27.5,-28.0,27.5,5.5,16.0,5.092643737792969,4.432786552994339,5.092643737792969,6.6761627197265625,0.9629629629629629,0.7777777777777778,9.497377395629883,455.35147138122346,1056.0,1.371817765080573,2.596855767071247,0.8002486692310681,17.12603187561035,0.054825,,
s1_z1344_y2688_x2880,1,,689451,0.13549337636937628,9.507882118225098,0.06017646938562393,158.0,102.0,28969,bright,False,15.325000000000001,5.245546340942383,2.728610038757324,2.728610038757324,"[2.6849366188049317, 2.7718857288360597]",0.08694911003112793,True,False,67.33782196044922,12.837141754876141,27,27,0.0,0.0,64,28.5,-29.5,28.5,2.5,15.325000000000001,2.7184743881225586,2.8066160060741283,2.7184743881225586,3.9324411392211918,0.9629629629629629,0.7407407407407407,11.024115562438965,409.71796954517333,908.0,0.6162195869997052,2.408482328057289,0.7852787025744141,16.929996490478516,0.031025,,
s1_z1344_y2688_x3072,1,,792404,0.15572606814494322,9.315564155578613,0.06010041385889053,155.0,108.0,29642,bright,False,13.5,5.2220330238342285,4.558950424194336,4.558950424194336,"[4.504433441162109, 4.622105836868286]",0.11767239570617694,True,False,53.71936798095703,10.28706018054135,26,27,0.037037037037037035,0.0,64,20.0,-26.5,20.0,4.5,13.5,4.440570831298828,3.927209890805758,4.613581657409668,6.546098709106445,0.9615384615384616,0.9230769230769231,-8.803272247314453,411.5817375525358,1053.0,-1.1838328301022083,2.754058212507516,0.8231892263517613,15.09017562866211,0.0412,,
s1_z1344_y2688_x3648,1,,1062025,0.2087129513753506,10.085946083068848,0.0663549080491066,152.0,135.0,30442,bright,False,13.725,5.622018814086914,4.503101348876953,4.503101348876953,"[4.428703927993775, 4.597285366058349]",0.16858143806457448,True,False,28.724327087402344,5.109254884638363,27,27,0.0,0.0,64,20.5,-20.5,20.5,4.5,13.725,4.161687850952148,3.9425685317428023,4.161687850952148,6.468107223510742,0.8888888888888888,0.7777777777777778,7.4373626708984375,184.580626116721,1122.0,-0.9473159908098318,2.728171670809388,0.8116655812438945,9.992217063903809,0.10775,,
s1_z1344_y2688_x3840,1,,1150676,0.2261349629592363,10.275130271911621,0.06804721802473068,151.0,138.0,31024,bright,False,13.6,5.7311506271362305,4.724870681762695,4.724870681762695,"[4.666556692123413, 4.792237091064453]",0.12568039894104022,True,False,22.12360382080078,3.8602377184170455,27,27,0.0,0.0,64,18.0,-20.5,18.0,5.5,13.6,4.217447280883789,3.71919314066569,4.217447280883789,6.2941123962402346,0.8148148148148148,0.7777777777777778,9.21292495727539,154.38879096782114,929.0,1.0082078989975012,2.879508212208748,0.8280162529669711,8.671146392822266,0.126025,,
s1_z1344_y2688_x4032,1,,1230017,0.2417273400455306,10.07766342163086,0.06855553388595581,147.0,138.0,32011,bright,False,12.275,5.692946434020996,3.464548110961914,3.464548110961914,"[3.3916128158569334, 3.5430151224136353]",0.15140230655670184,True,False,20.273651123046875,3.5611877536545435,26,27,0.037037037037037035,0.0,64,20.0,-19.5,19.5,3.5,12.275,2.71067476272583,2.520929006429819,3.199845790863037,4.990314483642578,0.8846153846153846,0.7692307692307693,-9.740079879760742,154.09650086580905,1120.0,0.9332192720569992,2.640229068696499,0.8023539432420922,8.77779769897461,0.11505,,
s1_z1344_y2688_x4608,1,,1102177,0.21660376602060197,9.676259994506836,0.06627575308084488,146.0,132.0,31795,bright,False,12.1,5.517931938171387,4.045934677124023,4.045934677124023,"[3.985056734085083, 4.102714538574219]",0.11765780448913565,True,False,35.892494201660156,6.504700421070206,27,27,0.0,0.0,64,18.0,-18.0,18.0,4.0,12.1,3.824254035949707,4.009925524393718,3.824254035949707,5.511109161376955,1.0,1.0,6.592212677001953,254.83201731999858,1156.0,-0.1824918790755818,2.80513858422637,0.8267870402938993,10.830362319946289,0.091575,,
