name,has_image,has_label,label_shape,label_plane_shape,label_dtype,label_compression,label_bytes,label_header_error,image_shape,image_plane_shape,image_dtype,image_compression,image_bytes,image_header_error,shape,dtype,values,value_fractions_0,value_fractions_1,value_fractions_2,n_values,foreground_fraction,border_touch_fraction,per_class_1,per_class_2,surface_class,surface_fraction,surface_thickness_median,surface_thickness_p95,surface_components,surface_fragment_fraction,surface_worst_planarity
sample_00234,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,32093656,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.7844608764648437,0.11122463989257812,0.10431448364257813,3,0.21553912353515625,0.08699116750811932,"{'fraction': 0.11122463989257812, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.685499906539917, 'saturated': 0.0002277336197106466}, 'components': {'n_components': 15, 'n_components_ge_min_size': 15, 'largest_component_fraction': 0.0917072311460571, 'fragment_fraction': 0.0, 'median_planarity': 0.016454606144199014, 'worst_planarity': 0.021457418779290374}}","{'fraction': 0.10431448364257813, 'border_touch_fraction': 0.17974493421493387, 'thickness': {'median': 6.0, 'p95': 48.0, 'max': 48.0, 'mean': 19.150209426879883, 'saturated': 0.20751792549069284}, 'components': {'n_components': 1, 'n_components_ge_min_size': 1, 'largest_component_fraction': 1.0, 'fragment_fraction': 0.0, 'median_planarity': 0.2566638316341495, 'worst_planarity': 0.2566638316341495}}",1,0.11122463989257812,2.0,4.0,15,0.0,0.021457418779290374
sample_00236,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,30879033,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.07924154663085937,0.019030517578125,0.9017279357910156,3,0.9207584533691406,0.02036364687328366,"{'fraction': 0.019030517578125, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 8.0, 'mean': 2.6658499240875244, 'saturated': 3.207225237013945e-05}, 'components': {'n_components': 2, 'n_components_ge_min_size': 2, 'largest_component_fraction': 0.5038871569872609, 'fragment_fraction': 0.0, 'median_planarity': 0.036145240618867286, 'worst_planarity': 0.03756076548319484}}","{'fraction': 0.9017279357910156, 'border_touch_fraction': 0.020793411466788026, 'skipped': 'fraction 0.90 exceeds sheet_fraction_max'}",1,0.019030517578125,2.0,4.0,2,0.0,0.03756076548319484
sample_00237,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,30334568,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.43168072509765626,0.084841552734375,0.48347772216796875,3,0.5683192749023438,0.03299201844460031,"{'fraction': 0.084841552734375, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.656680107116699, 'saturated': 0.00011222666332864283}, 'components': {'n_components': 14, 'n_components_ge_min_size': 14, 'largest_component_fraction': 0.10817607212433564, 'fragment_fraction': 0.0, 'median_planarity': 0.006551034932242256, 'worst_planarity': 0.01872823796599602}}","{'fraction': 0.48347772216796875, 'border_touch_fraction': 0.03878151803132289, 'skipped': 'fraction 0.48 exceeds sheet_fraction_max'}",1,0.084841552734375,2.0,4.0,14,0.0,0.01872823796599602
sample_00238,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,30835328,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.356094970703125,0.08179193115234375,0.5621130981445313,3,0.643905029296875,0.02911920104192141,"{'fraction': 0.08179193115234375, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.6555700302124023, 'saturated': 8.2457825247616e-05}, 'components': {'n_components': 11, 'n_components_ge_min_size': 11, 'largest_component_fraction': 0.11141656573978101, 'fragment_fraction': 0.0, 'median_planarity': 0.0018449010636831323, 'worst_planarity': 0.003788928562038525}}","{'fraction': 0.5621130981445313, 'border_touch_fraction': 0.03335627663168058, 'skipped': 'fraction 0.56 exceeds sheet_fraction_max'}",1,0.08179193115234375,2.0,4.0,11,0.0,0.003788928562038525
sample_00239,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,31930376,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.39591015625,0.054519775390625,0.549570068359375,3,0.60408984375,0.031038429455469554,"{'fraction': 0.054519775390625, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.6720900535583496, 'saturated': 0.00015673068742079504}, 'components': {'n_components': 9, 'n_components_ge_min_size': 9, 'largest_component_fraction': 0.18265506262510467, 'fragment_fraction': 0.0, 'median_planarity': 0.015463819386837966, 'worst_planarity': 0.08707438604751942}}","{'fraction': 0.549570068359375, 'border_touch_fraction': 0.03411757859370717, 'skipped': 'fraction 0.55 exceeds sheet_fraction_max'}",1,0.054519775390625,2.0,4.0,9,0.0,0.08707438604751942
sample_00241,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,31999400,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.2334571533203125,0.05960592651367187,0.7069369201660156,3,0.7665428466796875,0.024460472211327015,"{'fraction': 0.05960592651367187, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.675839900970459, 'saturated': 0.0001249253136060562}, 'components': {'n_components': 9, 'n_components_ge_min_size': 9, 'largest_component_fraction': 0.15546904079374677, 'fragment_fraction': 0.0, 'median_planarity': 0.0010922674311374188, 'worst_planarity': 0.002258073769844208}}","{'fraction': 0.7069369201660156, 'border_touch_fraction': 0.02652287561328214, 'skipped': 'fraction 0.71 exceeds sheet_fraction_max'}",1,0.05960592651367187,2.0,4.0,9,0.0,0.002258073769844208
sample_00242,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,32971616,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.21807394409179687,0.057886260986328125,0.724039794921875,3,0.7819260559082031,0.02397924951896119,"{'fraction': 0.057886260986328125, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.7130401134490967, 'saturated': 1.0543979730253366e-06}, 'components': {'n_components': 9, 'n_components_ge_min_size': 9, 'largest_component_fraction': 0.16364256541353225, 'fragment_fraction': 0.0, 'median_planarity': 0.004168858809816741, 'worst_planarity': 0.005172671420549668}}","{'fraction': 0.724039794921875, 'border_touch_fraction': 0.02589636665208872, 'skipped': 'fraction 0.72 exceeds sheet_fraction_max'}",1,0.057886260986328125,2.0,4.0,9,0.0,0.005172671420549668
sample_00243,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,33059500,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.29181787109375,0.08615350341796875,0.6220286254882812,3,0.70818212890625,0.0264762399878099,"{'fraction': 0.08615350341796875, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.7368099689483643, 'saturated': 7.084465962329061e-07}, 'components': {'n_components': 11, 'n_components_ge_min_size': 11, 'largest_component_fraction': 0.11178366307980155, 'fragment_fraction': 0.0, 'median_planarity': 0.0011580622581332208, 'worst_planarity': 0.0015216584243719048}}","{'fraction': 0.6220286254882812, 'border_touch_fraction': 0.030143307287958956, 'skipped': 'fraction 0.62 exceeds sheet_fraction_max'}",1,0.08615350341796875,2.0,4.0,11,0.0,0.0015216584243719048
sample_00244,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,32373179,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.21165402221679688,0.06775558471679688,0.7205903930664063,3,0.7883459777832031,0.02378397369734065,"{'fraction': 0.06775558471679688, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 8.0, 'mean': 2.6878199577331543, 'saturated': 6.53089903455296e-05}, 'components': {'n_components': 11, 'n_components_ge_min_size': 11, 'largest_component_fraction': 0.1745272417310936, 'fragment_fraction': 0.0, 'median_planarity': 0.0018686705036812796, 'worst_planarity': 0.003559291615670387}}","{'fraction': 0.7205903930664063, 'border_touch_fraction': 0.02602033024644014, 'skipped': 'fraction 0.72 exceeds sheet_fraction_max'}",1,0.06775558471679688,2.0,4.0,11,0.0,0.003559291615670387
sample_00245,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,34055732,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.23672061157226562,0.06391110229492188,0.6993682861328125,3,0.7632793884277344,0.024565054794185904,"{'fraction': 0.06391110229492188, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 8.0, 'mean': 2.699120044708252, 'saturated': 2.865002514039706e-06}, 'components': {'n_components': 8, 'n_components_ge_min_size': 8, 'largest_component_fraction': 0.14861388790868663, 'fragment_fraction': 0.0, 'median_planarity': 0.0055063645159641045, 'worst_planarity': 0.008224431148688415}}","{'fraction': 0.6993682861328125, 'border_touch_fraction': 0.02680990884456449, 'skipped': 'fraction 0.70 exceeds sheet_fraction_max'}",1,0.06391110229492188,2.0,4.0,8,0.0,0.008224431148688415
sample_00246,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,35056551,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.39937362670898435,0.04537423706054688,0.5552521362304688,3,0.6006263732910156,0.03121741041317086,"{'fraction': 0.04537423706054688, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 8.0, 'mean': 2.6903200149536133, 'saturated': 2.6903000558909836e-06}, 'components': {'n_components': 7, 'n_components_ge_min_size': 7, 'largest_component_fraction': 0.21586833133466457, 'fragment_fraction': 0.0, 'median_planarity': 0.025491712428207032, 'worst_planarity': 0.035683120120985096}}","{'fraction': 0.5552521362304688, 'border_touch_fraction': 0.03376844279662065, 'skipped': 'fraction 0.56 exceeds sheet_fraction_max'}",1,0.04537423706054688,2.0,4.0,7,0.0,0.035683120120985096
sample_00247,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,34350582,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.47270562744140626,0.06033978271484375,0.46695458984375,3,0.5272943725585938,0.03555888508542061,"{'fraction': 0.06033978271484375, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.7059600353240967, 'saturated': 2.528810740769588e-06}, 'components': {'n_components': 13, 'n_components_ge_min_size': 13, 'largest_component_fraction': 0.2038165823223991, 'fragment_fraction': 0.0, 'median_planarity': 0.013314265352090213, 'worst_planarity': 0.18331736625745965}}","{'fraction': 0.46695458984375, 'border_touch_fraction': 0.040153797409452664, 'skipped': 'fraction 0.47 exceeds sheet_fraction_max'}",1,0.06033978271484375,2.0,4.0,13,0.0,0.18331736625745965
sample_00248,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,35217087,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.6431914367675782,0.05782373046875,0.2989848327636719,3,0.3568085632324219,0.052549187245224324,"{'fraction': 0.05782373046875, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 8.0, 'mean': 2.6938400268554688, 'saturated': 3.1666145934489078e-06}, 'components': {'n_components': 7, 'n_components_ge_min_size': 7, 'largest_component_fraction': 0.16991948354627057, 'fragment_fraction': 0.0, 'median_planarity': 0.045970203483924034, 'worst_planarity': 0.061536948315897934}}","{'fraction': 0.2989848327636719, 'border_touch_fraction': 0.06271221127401021, 'skipped': 'fraction 0.30 exceeds sheet_fraction_max'}",1,0.05782373046875,2.0,4.0,7,0.0,0.061536948315897934
sample_00249,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,35835130,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.13456121826171874,0.03649505615234375,0.8289437255859375,3,0.8654387817382813,0.021665310586543852,"{'fraction': 0.03649505615234375, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.682960033416748, 'saturated': 0.00031859650296436903}, 'components': {'n_components': 4, 'n_components_ge_min_size': 4, 'largest_component_fraction': 0.2549884184735799, 'fragment_fraction': 0.0, 'median_planarity': 0.018612281383593006, 'worst_planarity': 0.02094465674234503}}","{'fraction': 0.8289437255859375, 'border_touch_fraction': 0.022619147019596046, 'skipped': 'fraction 0.83 exceeds sheet_fraction_max'}",1,0.03649505615234375,2.0,4.0,4,0.0,0.02094465674234503
sample_00250,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,33676118,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.463377685546875,0.05950628662109375,0.4771160278320313,3,0.536622314453125,0.03494077583990937,"{'fraction': 0.05950628662109375, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.704430103302002, 'saturated': 5.128462866338924e-07}, 'components': {'n_components': 8, 'n_components_ge_min_size': 8, 'largest_component_fraction': 0.2004531509788697, 'fragment_fraction': 0.0, 'median_planarity': 0.038306792329449224, 'worst_planarity': 0.060261167614505236}}","{'fraction': 0.4771160278320313, 'border_touch_fraction': 0.03929861691127454, 'skipped': 'fraction 0.48 exceeds sheet_fraction_max'}",1,0.05950628662109375,2.0,4.0,8,0.0,0.060261167614505236
sample_00251,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,33930122,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.22264779663085937,0.036285125732421875,0.7410670776367188,3,0.7773522033691406,0.024120340713945598,"{'fraction': 0.036285125732421875, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.7254700660705566, 'saturated': 2.523147778242224e-06}, 'components': {'n_components': 13, 'n_components_ge_min_size': 13, 'largest_component_fraction': 0.20035559562688027, 'fragment_fraction': 0.0, 'median_planarity': 0.007652019030192542, 'worst_planarity': 0.01811115081424074}}","{'fraction': 0.7410670776367188, 'border_touch_fraction': 0.025301353367085493, 'skipped': 'fraction 0.74 exceeds sheet_fraction_max'}",1,0.036285125732421875,2.0,4.0,13,0.0,0.01811115081424074
sample_00252,True,True,"[320, 320, 320]",,uint8,LZW,805209,,"[320, 320, 320]",,uint8,LZW,36251396,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.18676547241210936,0.0368902587890625,0.7763442687988281,3,0.8132345275878906,0.02305607959811272,"{'fraction': 0.0368902587890625, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.6724700927734375, 'saturated': 8.272530236098013e-07}, 'components': {'n_components': 4, 'n_components_ge_min_size': 4, 'largest_component_fraction': 0.2512880329577605, 'fragment_fraction': 0.0, 'median_planarity': 0.012348391079894248, 'worst_planarity': 0.015324886661280925}}","{'fraction': 0.7763442687988281, 'border_touch_fraction': 0.02415165636375508, 'skipped': 'fraction 0.78 exceeds sheet_fraction_max'}",1,0.0368902587890625,2.0,4.0,4,0.0,0.015324886661280925
sample_00253,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,35288835,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.2727574157714844,0.054642303466796875,0.6726002807617187,3,0.7272425842285156,0.02578231859165763,"{'fraction': 0.054642303466796875, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.6637299060821533, 'saturated': 0.0001474432832044787}, 'components': {'n_components': 6, 'n_components_ge_min_size': 6, 'largest_component_fraction': 0.17010542753246405, 'fragment_fraction': 0.0, 'median_planarity': 0.005406646275714624, 'worst_planarity': 0.01451441643242999}}","{'fraction': 0.6726002807617187, 'border_touch_fraction': 0.027876883992325508, 'skipped': 'fraction 0.67 exceeds sheet_fraction_max'}",1,0.054642303466796875,2.0,4.0,6,0.0,0.01451441643242999
sample_00254,True,True,"[320, 320, 320]",,uint8,LZW,578761,,"[320, 320, 320]",,uint8,LZW,34397605,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.11096978759765624,0.0197432861328125,0.8692869262695313,3,0.8890302124023437,0.021090396859892554,"{'fraction': 0.0197432861328125, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.7531399726867676, 'saturated': 0.00031532673414246584}, 'components': {'n_components': 6, 'n_components_ge_min_size': 6, 'largest_component_fraction': 0.30382812838126094, 'fragment_fraction': 0.0, 'median_planarity': 0.003537580456787339, 'worst_planarity': 0.00905905925612095}}","{'fraction': 0.8692869262695313, 'border_touch_fraction': 0.021569402959347363, 'skipped': 'fraction 0.87 exceeds sheet_fraction_max'}",1,0.0197432861328125,2.0,4.0,6,0.0,0.00905905925612095
sample_00255,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,34377416,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.5607068176269532,0.06281552124023437,0.3764776611328125,3,0.4392931823730469,0.042682201209481865,"{'fraction': 0.06281552124023437, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.7788500785827637, 'saturated': 0.0002681773993496698}, 'components': {'n_components': 8, 'n_components_ge_min_size': 8, 'largest_component_fraction': 0.17751206191011296, 'fragment_fraction': 0.0, 'median_planarity': 0.00586982446181639, 'worst_planarity': 0.009484572977849345}}","{'fraction': 0.3764776611328125, 'border_touch_fraction': 0.0498037518177883, 'skipped': 'fraction 0.38 exceeds sheet_fraction_max'}",1,0.06281552124023437,2.0,4.0,8,0.0,0.009484572977849345
sample_00256,True,True,"[320, 320, 320]",,uint8,LZW,963961,,"[320, 320, 320]",,uint8,LZW,35656277,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.3835138244628906,0.038950347900390626,0.5775358276367187,3,0.6164861755371094,0.03041430731786352,"{'fraction': 0.038950347900390626, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.701200008392334, 'saturated': 0.0003745127612481147}, 'components': {'n_components': 11, 'n_components_ge_min_size': 11, 'largest_component_fraction': 0.25139991773255244, 'fragment_fraction': 0.0, 'median_planarity': 0.008374815664511577, 'worst_planarity': 0.020028804529161042}}","{'fraction': 0.5775358276367187, 'border_touch_fraction': 0.03246551833281954, 'skipped': 'fraction 0.58 exceeds sheet_fraction_max'}",1,0.038950347900390626,2.0,4.0,11,0.0,0.020028804529161042
sample_00257,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,35329559,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.2567860107421875,0.04585308837890625,0.6973609008789062,3,0.7432139892578125,0.025228265709481737,"{'fraction': 0.04585308837890625, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 8.0, 'mean': 2.6821699142456055, 'saturated': 3.3277560142534446e-06}, 'components': {'n_components': 5, 'n_components_ge_min_size': 5, 'largest_component_fraction': 0.20618376933592633, 'fragment_fraction': 0.0, 'median_planarity': 0.012476189358544864, 'worst_planarity': 0.01801773085373469}}","{'fraction': 0.6973609008789062, 'border_touch_fraction': 0.026887082393591003, 'skipped': 'fraction 0.70 exceeds sheet_fraction_max'}",1,0.04585308837890625,2.0,4.0,5,0.0,0.01801773085373469
sample_00258,True,True,"[320, 320, 320]",,uint8,LZW,859209,,"[320, 320, 320]",,uint8,LZW,35316789,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.20443270874023436,0.03510015869140625,0.7604671325683594,3,0.7955672912597657,0.023568088087570483,"{'fraction': 0.03510015869140625, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 8.0, 'mean': 2.7133400440216064, 'saturated': 6.955541914965022e-06}, 'components': {'n_components': 8, 'n_components_ge_min_size': 8, 'largest_component_fraction': 0.24641746119242333, 'fragment_fraction': 0.0, 'median_planarity': 0.0043457646489616, 'worst_planarity': 0.00776914373610014}}","{'fraction': 0.7604671325683594, 'border_touch_fraction': 0.024655897930361294, 'skipped': 'fraction 0.76 exceeds sheet_fraction_max'}",1,0.03510015869140625,2.0,4.0,8,0.0,0.00776914373610014
sample_00259,True,True,"[320, 320, 320]",,uint8,LZW,832985,,"[320, 320, 320]",,uint8,LZW,33388879,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.3348568420410156,0.03449578857421875,0.6306473693847656,3,0.6651431579589844,0.028189420240802066,"{'fraction': 0.03449578857421875, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.732530117034912, 'saturated': 0.000503380344988048}, 'components': {'n_components': 10, 'n_components_ge_min_size': 10, 'largest_component_fraction': 0.2665137947446738, 'fragment_fraction': 0.0, 'median_planarity': 0.007240715562440511, 'worst_planarity': 0.016103783406704517}}","{'fraction': 0.6306473693847656, 'border_touch_fraction': 0.029731353701343034, 'skipped': 'fraction 0.63 exceeds sheet_fraction_max'}",1,0.03449578857421875,2.0,4.0,10,0.0,0.016103783406704517
sample_00260,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,35152091,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.5360621643066407,0.07587432861328125,0.38806350708007814,3,0.4639378356933594,0.040414897336359626,"{'fraction': 0.07587432861328125, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.769629955291748, 'saturated': 0.00017254901960784313}, 'components': {'n_components': 16, 'n_components_ge_min_size': 16, 'largest_component_fraction': 0.1315346405228758, 'fragment_fraction': 0.0, 'median_planarity': 0.015656375121918798, 'worst_planarity': 0.04083509638699028}}","{'fraction': 0.38806350708007814, 'border_touch_fraction': 0.048316833863305986, 'skipped': 'fraction 0.39 exceeds sheet_fraction_max'}",1,0.07587432861328125,2.0,4.0,16,0.0,0.04083509638699028
sample_00261,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,34031858,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.46049652099609373,0.07629696655273438,0.4632065124511719,3,0.5395034790039063,0.034754178109506206,"{'fraction': 0.07629696655273438, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.7830100059509277, 'saturated': 0.0006843728988332063}, 'components': {'n_components': 11, 'n_components_ge_min_size': 11, 'largest_component_fraction': 0.14893010236794624, 'fragment_fraction': 0.0, 'median_planarity': 0.007449279056979495, 'worst_planarity': 0.011773380235921723}}","{'fraction': 0.4632065124511719, 'border_touch_fraction': 0.040478705493106594, 'skipped': 'fraction 0.46 exceeds sheet_fraction_max'}",1,0.07629696655273438,2.0,4.0,11,0.0,0.011773380235921723
sample_00263,True,True,"[320, 320, 320]",,uint8,LZW,644153,,"[320, 320, 320]",,uint8,LZW,31806353,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.2595111999511719,0.06360159301757813,0.67688720703125,3,0.7404888000488281,0.025321112215017455,"{'fraction': 0.06360159301757813, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.662220001220703, 'saturated': 7.677185850754548e-06}, 'components': {'n_components': 7, 'n_components_ge_min_size': 7, 'largest_component_fraction': 0.14318191523715068, 'fragment_fraction': 0.0, 'median_planarity': 0.016157192906008044, 'worst_planarity': 0.021278515450293915}}","{'fraction': 0.67688720703125, 'border_touch_fraction': 0.027700331466205957, 'skipped': 'fraction 0.68 exceeds sheet_fraction_max'}",1,0.06360159301757813,2.0,4.0,7,0.0,0.021278515450293915
sample_00264,True,True,"[320, 320, 320]",,uint8,LZW,844969,,"[320, 320, 320]",,uint8,LZW,32340870,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.29681417846679686,0.06563818359375,0.6375476379394531,3,0.7031858215332031,0.02666436015322112,"{'fraction': 0.06563818359375, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.683650016784668, 'saturated': 9.298727190222202e-07}, 'components': {'n_components': 9, 'n_components_ge_min_size': 9, 'largest_component_fraction': 0.14209803462102108, 'fragment_fraction': 0.0, 'median_planarity': 0.013581335675623992, 'worst_planarity': 0.019588023383021836}}","{'fraction': 0.6375476379394531, 'border_touch_fraction': 0.0294095670412956, 'skipped': 'fraction 0.64 exceeds sheet_fraction_max'}",1,0.06563818359375,2.0,4.0,9,0.0,0.019588023383021836
sample_00265,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,36217350,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.37023779296875,0.08422628784179688,0.5455359191894531,3,0.62976220703125,0.02977314260947639,"{'fraction': 0.08422628784179688, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 4.0, 'mean': 2.6577301025390625, 'saturated': 1.1232181141022932e-05}, 'components': {'n_components': 10, 'n_components_ge_min_size': 10, 'largest_component_fraction': 0.10787604164892767, 'fragment_fraction': 0.0, 'median_planarity': 0.003575976812864661, 'worst_planarity': 0.008241478520376919}}","{'fraction': 0.5455359191894531, 'border_touch_fraction': 0.03436987252435805, 'skipped': 'fraction 0.55 exceeds sheet_fraction_max'}",1,0.08422628784179688,2.0,4.0,10,0.0,0.008241478520376919
sample_00266,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,32926234,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.2253616943359375,0.04699658203125,0.7276417236328125,3,0.7746383056640626,0.024204844845526288,"{'fraction': 0.04699658203125, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.6930599212646484, 'saturated': 6.493573959209966e-07}, 'components': {'n_components': 6, 'n_components_ge_min_size': 6, 'largest_component_fraction': 0.20146443079928103, 'fragment_fraction': 0.0, 'median_planarity': 0.010343064710452475, 'worst_planarity': 0.014173348240149496}}","{'fraction': 0.7276417236328125, 'border_touch_fraction': 0.02576817600066836, 'skipped': 'fraction 0.73 exceeds sheet_fraction_max'}",1,0.04699658203125,2.0,4.0,6,0.0,0.014173348240149496
sample_00267,True,True,"[320, 320, 320]",,uint8,NONE,32821210,,"[320, 320, 320]",,uint8,LZW,33258878,,"[320, 320, 320]",uint8,"[0, 1, 2]",0.5457108764648437,0.07946670532226563,0.37482241821289064,3,0.45428912353515627,0.04127327516470684,"{'fraction': 0.07946670532226563, 'border_touch_fraction': 0.0, 'thickness': {'median': 2.0, 'p95': 4.0, 'max': 6.0, 'mean': 2.6811699867248535, 'saturated': 8.602266159491391e-05}, 'components': {'n_components': 14, 'n_components_ge_min_size': 14, 'largest_component_fraction': 0.12437033523876088, 'fragment_fraction': 0.0, 'median_planarity': 0.006589086303020462, 'worst_planarity': 0.0317615376878931}}","{'fraction': 0.37482241821289064, 'border_touch_fraction': 0.05002368878947477, 'skipped': 'fraction 0.37 exceeds sheet_fraction_max'}",1,0.07946670532226563,2.0,4.0,14,0.0,0.0317615376878931
