scroll,window_z,wrap,area_cm2,n_comp_fwd,n_comp_rev,pitch_fwd_dark,pitch_rev_dark,pitch_fwd_light,pitch_rev_light,gate_verdict,path
PHerc0800,15264,w060,5.04,54,59,0.7505,0.408,0.812,0.7625,,meshes/PHerc0800/z15264_w060
PHerc0800,15264,w080,6.97,93,83,0.182,0.25,0.903,0.156,,meshes/PHerc0800/z15264_w080
PHerc0800,15264,w100,8.93,109,97,0.097,0.5825,0.4345,0.054,aprova,meshes/PHerc0800/z15264_w100
PHerc0800,15872,w020,1.63,16,7,0.1345,,0.45,0.514,parcial,meshes/PHerc0800/z15872_w020
PHerc0800,15872,w040,3.53,35,35,0.225,0.893,0.154,0.905,,meshes/PHerc0800/z15872_w040
PHerc0800,15872,w060,5.33,67,53,0.972,0.0945,0.678,0.972,,meshes/PHerc0800/z15872_w060
PHerc0800,15872,w080,7.19,112,105,0.9355,0.963,0.2255,0.151,,meshes/PHerc0800/z15872_w080
PHerc0800,15872,w100,9.08,132,136,0.2585,0.2115,0.458,0.6185,,meshes/PHerc0800/z15872_w100
PHerc0800,16464,w020,1.58,19,15,,,0.975,0.409,aprova,meshes/PHerc0800/z16464_w020
PHerc0800,16464,w040,3.48,32,27,0.6065,0.29,0.8935,0.116,,meshes/PHerc0800/z16464_w040
PHerc0800,16464,w060,5.15,90,78,0.0725,0.468,0.806,0.918,,meshes/PHerc0800/z16464_w060
PHerc0800,16464,w080,6.72,125,98,0.1265,0.7075,0.659,0.962,,meshes/PHerc0800/z16464_w080
PHerc0800,16464,w100,8.47,153,153,0.5825,0.6175,0.9765,0.8805,,meshes/PHerc0800/z16464_w100
PHerc0800,17072,w020,1.67,29,24,0.8595,0.961,0.2095,0.767,parcial,meshes/PHerc0800/z17072_w020
PHerc0800,17072,w040,3.26,55,34,0.8685,0.6665,0.1455,0.242,,meshes/PHerc0800/z17072_w040
PHerc0800,17072,w060,4.76,101,87,0.3645,0.59,0.472,0.0435,,meshes/PHerc0800/z17072_w060
PHerc0800,17072,w080,6.67,131,136,0.8,0.501,0.3885,0.6535,reprova,meshes/PHerc0800/z17072_w080
PHerc0800,17072,w100,8.25,178,147,0.059,0.197,0.316,0.1435,reprova,meshes/PHerc0800/z17072_w100
PHerc0813,4704,w020,1.50,28,32,,0.751,0.9125,0.9685,reprova,meshes/PHerc0813/z4704_w020
PHerc0813,4704,w040,4.09,74,67,0.3755,0.335,0.8685,0.9855,,meshes/PHerc0813/z4704_w040
PHerc0813,4704,w060,6.25,131,133,0.5535,0.948,0.966,0.821,,meshes/PHerc0813/z4704_w060
PHerc0813,4704,w080,8.36,131,127,0.132,0.353,0.7745,0.232,,meshes/PHerc0813/z4704_w080
PHerc0813,4704,w100,9.85,162,176,0.5195,0.756,0.6505,0.2335,reprova,meshes/PHerc0813/z4704_w100
PHerc0813,5296,w020,1.41,27,21,,0.754,0.11,0.6935,reprova,meshes/PHerc0813/z5296_w020
PHerc0813,5296,w040,4.28,86,99,0.4115,0.879,0.987,0.7985,,meshes/PHerc0813/z5296_w040
PHerc0813,5296,w060,6.03,126,116,0.333,0.6935,0.2305,0.756,,meshes/PHerc0813/z5296_w060
PHerc0813,5296,w080,7.58,121,143,0.62,0.688,0.018,0.5345,,meshes/PHerc0813/z5296_w080
PHerc0813,5296,w100,9.64,139,159,0.1215,0.6685,0.972,0.776,,meshes/PHerc0813/z5296_w100
PHerc0813,5888,w020,2.00,59,40,0.682,0.2245,0.971,0.7385,,meshes/PHerc0813/z5888_w020
PHerc0813,5888,w040,4.24,95,101,0.4455,0.681,0.7135,0.922,,meshes/PHerc0813/z5888_w040
PHerc0813,5888,w060,5.86,133,128,0.736,0.636,0.713,0.9515,,meshes/PHerc0813/z5888_w060
PHerc0813,5888,w080,7.75,133,124,0.5775,0.3285,0.795,0.412,,meshes/PHerc0813/z5888_w080
PHerc0813,5888,w100,9.94,119,128,0.1415,0.4425,0.129,0.1655,,meshes/PHerc0813/z5888_w100
PHerc0813,6496,w020,2.21,32,40,0.366,0.4955,0.927,0.9625,aprova,meshes/PHerc0813/z6496_w020
PHerc0813,6496,w040,4.27,67,77,0.663,0.507,0.136,0.0285,,meshes/PHerc0813/z6496_w040
PHerc0813,6496,w060,6.02,66,99,0.652,0.0515,0.98,0.684,reprova,meshes/PHerc0813/z6496_w060
PHerc0813,6496,w080,8.18,86,105,0.3135,0.4525,0.709,0.911,,meshes/PHerc0813/z6496_w080
PHerc0813,6496,w100,10.01,99,103,0.337,0.332,0.003,0.0055,,meshes/PHerc0813/z6496_w100
PHerc0813,7104,w020,2.27,28,22,0.4015,,0.8175,0.598,aprova,meshes/PHerc0813/z7104_w020
PHerc0813,7104,w040,4.17,65,59,0.387,0.096,0.598,0.1375,,meshes/PHerc0813/z7104_w040
PHerc0813,7104,w060,5.99,71,61,0.743,0.63,0.6255,0.159,,meshes/PHerc0813/z7104_w060
PHerc0813,7104,w080,7.73,91,126,0.295,0.676,0.823,0.5415,,meshes/PHerc0813/z7104_w080
PHerc0813,7104,w100,9.69,117,120,0.826,0.933,0.323,0.5235,,meshes/PHerc0813/z7104_w100
PHerc0813,7696,w020,1.81,45,35,0.572,0.292,0.993,0.0345,aprova,meshes/PHerc0813/z7696_w020
PHerc0813,7696,w040,3.69,55,48,0.1815,0.162,0.9925,0.526,,meshes/PHerc0813/z7696_w040
PHerc0813,7696,w060,5.56,70,68,0.383,0.832,0.898,0.199,,meshes/PHerc0813/z7696_w060
PHerc0813,7696,w080,7.40,109,111,0.8555,0.518,0.1785,0.796,,meshes/PHerc0813/z7696_w080
PHerc0813,7696,w100,9.29,115,120,0.865,0.244,0.268,0.4925,,meshes/PHerc0813/z7696_w100
PHerc0813,8288,w020,1.78,33,32,0.592,0.4155,0.7925,0.995,aprova,meshes/PHerc0813/z8288_w020
PHerc0813,8288,w040,3.67,53,75,0.932,0.95,0.367,0.885,reprova,meshes/PHerc0813/z8288_w040
PHerc0813,8288,w060,5.57,119,110,0.7685,0.9205,0.9815,0.991,,meshes/PHerc0813/z8288_w060
PHerc0813,8288,w080,7.53,137,146,0.489,0.248,0.4955,0.8295,,meshes/PHerc0813/z8288_w080
PHerc0813,8288,w100,9.32,126,150,0.237,0.4645,0.9915,0.999,,meshes/PHerc0813/z8288_w100
PHerc0813,9504,w020,1.48,29,32,,0.3355,0.749,0.8275,reprova,meshes/PHerc0813/z9504_w020
PHerc0813,9504,w040,4.22,114,102,0.2195,0.545,0.961,0.7735,,meshes/PHerc0813/z9504_w040
PHerc0813,9504,w060,6.08,141,144,0.38,0.891,0.4525,0.9915,,meshes/PHerc0813/z9504_w060
PHerc0813,9504,w080,7.93,156,130,0.2845,0.358,0.9905,0.4945,,meshes/PHerc0813/z9504_w080
PHerc0813,9504,w100,9.79,125,126,0.464,0.93,0.823,0.9615,,meshes/PHerc0813/z9504_w100
PHerc0813,11296,w020,1.72,7,22,,,0.464,0.833,aprova,meshes/PHerc0813/z11296_w020
PHerc0813,11296,w040,3.71,74,65,0.708,0.374,0.3265,0.2455,,meshes/PHerc0813/z11296_w040
PHerc0813,11296,w060,5.67,101,107,0.301,0.3495,0.595,0.3585,,meshes/PHerc0813/z11296_w060
PHerc0813,11296,w080,7.66,140,142,0.774,0.616,0.8925,0.6355,,meshes/PHerc0813/z11296_w080
PHerc0813,11296,w100,10.15,188,191,0.5965,0.7765,0.8135,0.956,reprova,meshes/PHerc0813/z11296_w100
PHerc0813,11904,w020,1.75,11,29,,0.9605,0.2745,0.805,aprova,meshes/PHerc0813/z11904_w020
PHerc0813,11904,w040,3.69,46,44,0.0095,0.807,0.8585,0.451,,meshes/PHerc0813/z11904_w040
PHerc0813,11904,w060,5.92,82,94,0.647,0.65,0.901,0.5015,,meshes/PHerc0813/z11904_w060
PHerc0813,11904,w080,8.15,162,170,0.9895,0.6615,0.109,0.983,reprova,meshes/PHerc0813/z11904_w080
PHerc0813,11904,w100,9.98,190,207,0.749,0.6005,0.8355,0.9,reprova,meshes/PHerc0813/z11904_w100
PHerc0813,12496,w020,1.73,7,29,0.5375,0.6665,,0.7685,aprova,meshes/PHerc0813/z12496_w020
PHerc0813,12496,w040,3.66,58,30,0.5035,0.5355,0.154,0.741,,meshes/PHerc0813/z12496_w040
PHerc0813,12496,w060,5.90,82,75,0.0795,0.5135,0.147,0.5895,,meshes/PHerc0813/z12496_w060
PHerc0813,12496,w080,7.87,96,152,0.8995,0.235,0.5515,0.539,,meshes/PHerc0813/z12496_w080
PHerc0813,12496,w100,10.18,156,182,0.604,0.624,0.1565,0.928,reprova,meshes/PHerc0813/z12496_w100
PHerc0813,13088,w020,1.73,12,20,0.123,0.363,0.5865,0.1125,aprova,meshes/PHerc0813/z13088_w020
PHerc0813,13088,w040,3.45,34,53,0.6445,0.498,0.9015,0.836,,meshes/PHerc0813/z13088_w040
PHerc0813,13088,w060,5.68,78,83,0.236,0.5985,0.2635,0.735,,meshes/PHerc0813/z13088_w060
PHerc0813,13088,w080,7.88,105,119,0.321,0.791,0.1875,0.099,,meshes/PHerc0813/z13088_w080
PHerc0813,13088,w100,9.93,149,156,0.0075,0.128,0.5775,0.0245,reprova,meshes/PHerc0813/z13088_w100
PHerc0813,13696,w020,1.78,5,32,,0.105,,0.914,aprova,meshes/PHerc0813/z13696_w020
PHerc0813,13696,w040,3.69,31,37,0.2735,0.562,0.9525,0.183,,meshes/PHerc0813/z13696_w040
PHerc0813,13696,w060,5.78,87,84,0.843,0.971,0.919,0.149,,meshes/PHerc0813/z13696_w060
PHerc0813,13696,w080,7.68,95,123,0.238,0.433,0.833,0.9765,,meshes/PHerc0813/z13696_w080
PHerc0813,13696,w100,9.40,140,139,0.854,0.1265,0.4595,0.9665,,meshes/PHerc0813/z13696_w100
PHerc0813,14304,w020,2.02,41,47,0.166,0.17,0.2275,0.9085,parcial,meshes/PHerc0813/z14304_w020
PHerc0813,14304,w040,4.10,60,44,0.9015,0.439,0.8385,0.794,,meshes/PHerc0813/z14304_w040
PHerc0813,14304,w060,5.98,80,89,0.9985,0.28,0.452,0.8615,,meshes/PHerc0813/z14304_w060
PHerc0813,14304,w080,8.06,111,116,0.9955,0.5835,0.2765,0.912,,meshes/PHerc0813/z14304_w080
PHerc0813,14304,w100,9.58,150,170,0.848,0.491,0.7655,0.1555,aprova,meshes/PHerc0813/z14304_w100
PHerc0813,14896,w020,1.81,21,30,0.9235,,0.9425,0.9835,reprova,meshes/PHerc0813/z14896_w020
PHerc0813,14896,w040,3.83,48,29,0.431,0.936,0.893,0.8185,,meshes/PHerc0813/z14896_w040
PHerc0813,14896,w060,5.65,85,84,0.474,0.0165,0.7205,0.7545,,meshes/PHerc0813/z14896_w060
PHerc0813,14896,w080,7.49,87,86,0.8245,0.9225,0.985,0.8525,aprova,meshes/PHerc0813/z14896_w080
PHerc0813,14896,w100,9.29,101,109,0.484,0.8755,0.334,0.7245,,meshes/PHerc0813/z14896_w100
PHerc0826,6528,w020,2.16,26,19,0.1225,0.314,0.6325,0.7685,,meshes/PHerc0826/z6528_w020
PHerc0826,6528,w040,4.83,64,64,0.137,0.115,0.683,0.929,,meshes/PHerc0826/z6528_w040
PHerc0826,6528,w060,7.14,129,130,0.692,0.768,0.98,0.596,,meshes/PHerc0826/z6528_w060
